 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> June 09, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\Silicon in Nitrogen (gas).txt

 Ion = Silicon [14] , Mass = 27.977 amu

 Target Density =  1.1380E-01 g/cm3 = 4.8924E+21 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      N      7    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
5.99999 eV    1.505E-01  1.741E+00      48 A        24 A        18 A   
6.49999 eV    1.566E-01  1.827E+00      50 A        25 A        19 A   
6.99999 eV    1.625E-01  1.910E+00      52 A        26 A        19 A   
7.99999 eV    1.738E-01  2.068E+00      55 A        28 A        20 A   
8.99999 eV    1.843E-01  2.217E+00      57 A        29 A        21 A   
9.99999 eV    1.943E-01  2.358E+00      60 A        30 A        22 A   
10.9999 eV    2.037E-01  2.493E+00      62 A        32 A        23 A   
11.9999 eV    2.128E-01  2.621E+00      65 A        33 A        24 A   
12.9999 eV    2.215E-01  2.745E+00      67 A        34 A        25 A   
13.9999 eV    2.299E-01  2.864E+00      69 A        35 A        26 A   
14.9999 eV    2.379E-01  2.979E+00      71 A        36 A        27 A   
15.9999 eV    2.457E-01  3.090E+00      73 A        38 A        28 A   
16.9999 eV    2.533E-01  3.197E+00      75 A        39 A        28 A   
17.9999 eV    2.606E-01  3.302E+00      76 A        40 A        29 A   
19.9999 eV    2.747E-01  3.502E+00      80 A        41 A        30 A   
22.4999 eV    2.914E-01  3.737E+00      84 A        44 A        32 A   
24.9999 eV    3.072E-01  3.960E+00      88 A        46 A        33 A   
27.4999 eV    3.221E-01  4.170E+00      91 A        48 A        35 A   
29.9999 eV    3.365E-01  4.371E+00      95 A        49 A        36 A   
32.4999 eV    3.502E-01  4.562E+00      98 A        51 A        37 A   
34.9999 eV    3.634E-01  4.745E+00     102 A        53 A        38 A   
37.4999 eV    3.762E-01  4.922E+00     105 A        54 A        40 A   
39.9999 eV    3.885E-01  5.091E+00     108 A        56 A        41 A   
44.9999 eV    4.121E-01  5.413E+00     113 A        59 A        43 A   
49.9999 eV    4.344E-01  5.714E+00     119 A        62 A        45 A   
54.9999 eV    4.556E-01  5.998E+00     124 A        64 A        47 A   
59.9999 eV    4.758E-01  6.267E+00     129 A        67 A        48 A   
64.9999 eV    4.953E-01  6.522E+00     134 A        69 A        50 A   
69.9999 eV    5.140E-01  6.765E+00     138 A        71 A        52 A   
79.9999 eV    5.495E-01  7.222E+00     147 A        76 A        55 A   
89.9999 eV    5.828E-01  7.642E+00     155 A        80 A        58 A   
99.9999 eV    6.143E-01  8.034E+00     163 A        84 A        60 A   
    110 eV    6.443E-01  8.400E+00     171 A        87 A        63 A   
    120 eV    6.729E-01  8.745E+00     178 A        91 A        65 A   
    130 eV    7.004E-01  9.070E+00     185 A        94 A        68 A   
139.999 eV    7.269E-01  9.379E+00     192 A        97 A        70 A   
149.999 eV    7.524E-01  9.672E+00     199 A       100 A        72 A   
159.999 eV    7.770E-01  9.952E+00     205 A       103 A        74 A   
169.999 eV    8.010E-01  1.022E+01     211 A       106 A        76 A   
179.999 eV    8.242E-01  1.048E+01     217 A       109 A        78 A   
199.999 eV    8.688E-01  1.096E+01     229 A       114 A        82 A   
224.999 eV    9.215E-01  1.151E+01     243 A       120 A        87 A   
249.999 eV    9.713E-01  1.202E+01     257 A       126 A        91 A   
274.999 eV    1.019E+00  1.249E+01     270 A       132 A        96 A   
299.999 eV    1.064E+00  1.293E+01     283 A       137 A       100 A   
324.999 eV    1.107E+00  1.334E+01     295 A       142 A       104 A   
349.999 eV    1.149E+00  1.373E+01     307 A       148 A       107 A   
374.999 eV    1.190E+00  1.409E+01     319 A       152 A       111 A   
399.999 eV    1.229E+00  1.443E+01     330 A       157 A       115 A   
449.999 eV    1.303E+00  1.506E+01     352 A       166 A       121 A   
499.999 eV    1.374E+00  1.564E+01     374 A       175 A       128 A   
549.999 eV    1.441E+00  1.616E+01     394 A       183 A       134 A   
599.999 eV    1.505E+00  1.665E+01     414 A       191 A       140 A   
649.999 eV    1.566E+00  1.710E+01     434 A       199 A       146 A   
699.999 eV    1.625E+00  1.751E+01     453 A       206 A       152 A   
799.999 eV    1.738E+00  1.826E+01     490 A       221 A       163 A   
899.999 eV    1.843E+00  1.893E+01     526 A       235 A       174 A   
999.999 eV    1.943E+00  1.952E+01     561 A       248 A       184 A   
   1.10 keV   2.037E+00  2.005E+01     595 A       261 A       194 A   
   1.20 keV   2.128E+00  2.054E+01     628 A       273 A       203 A   
   1.30 keV   2.215E+00  2.098E+01     661 A       285 A       213 A   
   1.40 keV   2.299E+00  2.138E+01     692 A       297 A       222 A   
   1.50 keV   2.379E+00  2.176E+01     724 A       308 A       230 A   
   1.60 keV   2.457E+00  2.210E+01     755 A       319 A       239 A   
   1.70 keV   2.533E+00  2.242E+01     785 A       330 A       248 A   
   1.80 keV   2.606E+00  2.272E+01     815 A       341 A       256 A   
   2.00 keV   2.747E+00  2.326E+01     874 A       362 A       272 A   
   2.25 keV   2.914E+00  2.384E+01     946 A       387 A       292 A   
   2.50 keV   3.072E+00  2.434E+01    1017 A       412 A       311 A   
   2.75 keV   3.221E+00  2.478E+01    1086 A       436 A       329 A   
   3.00 keV   3.365E+00  2.516E+01    1155 A       459 A       347 A   
   3.25 keV   3.502E+00  2.550E+01    1222 A       482 A       365 A   
   3.50 keV   3.634E+00  2.579E+01    1288 A       504 A       382 A   
   3.75 keV   3.762E+00  2.606E+01    1354 A       527 A       399 A   
   4.00 keV   3.885E+00  2.629E+01    1419 A       548 A       415 A   
   4.50 keV   4.121E+00  2.669E+01    1548 A       591 A       448 A   
   5.00 keV   4.344E+00  2.701E+01    1675 A       632 A       480 A   
   5.50 keV   4.556E+00  2.726E+01    1801 A       673 A       511 A   
   6.00 keV   4.758E+00  2.747E+01    1925 A       713 A       541 A   
   6.50 keV   4.953E+00  2.763E+01    2048 A       752 A       570 A   
   7.00 keV   5.140E+00  2.776E+01    2171 A       791 A       600 A   
   8.00 keV   5.495E+00  2.793E+01    2414 A       867 A       657 A   
   9.00 keV   5.828E+00  2.802E+01    2654 A       941 A       713 A   
  10.00 keV   6.143E+00  2.805E+01    2894 A      1014 A       767 A   
  11.00 keV   6.443E+00  2.803E+01    3132 A      1086 A       821 A   
  12.00 keV   6.729E+00  2.798E+01    3369 A      1157 A       873 A   
  13.00 keV   7.004E+00  2.789E+01    3606 A      1227 A       925 A   
  14.00 keV   7.269E+00  2.779E+01    3842 A      1296 A       976 A   
  15.00 keV   7.524E+00  2.767E+01    4079 A      1365 A      1027 A   
  16.00 keV   7.770E+00  2.753E+01    4315 A      1432 A      1077 A   
  17.00 keV   8.010E+00  2.738E+01    4551 A      1499 A      1127 A   
  18.00 keV   8.242E+00  2.723E+01    4787 A      1566 A      1176 A   
  20.00 keV   8.688E+00  2.690E+01    5260 A      1697 A      1273 A   
  22.50 keV   9.215E+00  2.647E+01    5853 A      1859 A      1394 A   
  25.00 keV   9.713E+00  2.604E+01    6447 A      2018 A      1512 A   
  27.50 keV   1.019E+01  2.560E+01    7044 A      2175 A      1630 A   
  30.00 keV   1.064E+01  2.516E+01    7642 A      2329 A      1746 A   
  32.50 keV   1.107E+01  2.474E+01    8242 A      2481 A      1861 A   
  35.00 keV   1.149E+01  2.432E+01    8845 A      2630 A      1976 A   
  37.50 keV   1.190E+01  2.392E+01    9449 A      2778 A      2089 A   
  40.00 keV   1.229E+01  2.352E+01    1.01 um     2923 A      2203 A   
  45.00 keV   1.303E+01  2.277E+01    1.13 um     3210 A      2427 A   
  50.00 keV   1.374E+01  2.207E+01    1.25 um     3490 A      2650 A   
  55.00 keV   1.441E+01  2.141E+01    1.37 um     3762 A      2871 A   
  60.00 keV   1.487E+01  2.079E+01    1.50 um     4029 A      3090 A   
  65.00 keV   1.534E+01  2.021E+01    1.62 um     4291 A      3308 A   
  70.00 keV   1.582E+01  1.967E+01    1.75 um     4549 A      3524 A   
  80.00 keV   1.678E+01  1.868E+01    2.00 um     5054 A      3954 A   
  90.00 keV   1.769E+01  1.780E+01    2.25 um     5538 A      4379 A   
 100.00 keV   1.852E+01  1.701E+01    2.51 um     6004 A      4798 A   
 110.00 keV   1.930E+01  1.630E+01    2.76 um     6453 A      5213 A   
 120.00 keV   2.000E+01  1.566E+01    3.02 um     6886 A      5622 A   
 130.00 keV   2.066E+01  1.507E+01    3.27 um     7305 A      6026 A   
 140.00 keV   2.126E+01  1.453E+01    3.53 um     7711 A      6425 A   
 150.00 keV   2.183E+01  1.404E+01    3.79 um     8104 A      6818 A   
 160.00 keV   2.237E+01  1.359E+01    4.04 um     8487 A      7206 A   
 170.00 keV   2.287E+01  1.316E+01    4.30 um     8858 A      7589 A   
 180.00 keV   2.336E+01  1.277E+01    4.56 um     9220 A      7967 A   
 200.00 keV   2.428E+01  1.206E+01    5.07 um     9926 A      8710 A   
 225.00 keV   2.537E+01  1.130E+01    5.71 um     1.08 um     9611 A   
 250.00 keV   2.642E+01  1.064E+01    6.34 um     1.15 um     1.05 um  
 275.00 keV   2.745E+01  1.006E+01    6.97 um     1.23 um     1.13 um  
 300.00 keV   2.847E+01  9.552E+00    7.60 um     1.30 um     1.21 um  
 325.00 keV   2.948E+01  9.100E+00    8.21 um     1.36 um     1.29 um  
 350.00 keV   3.048E+01  8.695E+00    8.82 um     1.42 um     1.37 um  
 375.00 keV   3.148E+01  8.329E+00    9.43 um     1.48 um     1.44 um  
 400.00 keV   3.247E+01  7.997E+00   10.02 um     1.54 um     1.51 um  
 450.00 keV   3.443E+01  7.416E+00   11.18 um     1.64 um     1.65 um  
 500.00 keV   3.634E+01  6.924E+00   12.30 um     1.74 um     1.77 um  
 550.00 keV   3.821E+01  6.501E+00   13.40 um     1.82 um     1.89 um  
 600.00 keV   4.001E+01  6.133E+00   14.46 um     1.90 um     2.00 um  
 650.00 keV   4.177E+01  5.810E+00   15.49 um     1.97 um     2.10 um  
 700.00 keV   4.346E+01  5.523E+00   16.49 um     2.03 um     2.20 um  
 800.00 keV   4.671E+01  5.035E+00   18.42 um     2.15 um     2.37 um  
 900.00 keV   4.979E+01  4.635E+00   20.25 um     2.25 um     2.53 um  
   1.00 MeV   5.272E+01  4.300E+00   22.00 um     2.34 um     2.67 um  
   1.10 MeV   5.556E+01  4.015E+00   23.68 um     2.42 um     2.80 um  
   1.20 MeV   5.831E+01  3.770E+00   25.29 um     2.49 um     2.91 um  
   1.30 MeV   6.102E+01  3.556E+00   26.84 um     2.55 um     3.02 um  
   1.40 MeV   6.368E+01  3.367E+00   28.33 um     2.61 um     3.12 um  
   1.50 MeV   6.633E+01  3.199E+00   29.77 um     2.66 um     3.21 um  
   1.60 MeV   6.896E+01  3.049E+00   31.16 um     2.71 um     3.29 um  
   1.70 MeV   7.158E+01  2.914E+00   32.51 um     2.75 um     3.37 um  
   1.80 MeV   7.420E+01  2.791E+00   33.81 um     2.79 um     3.44 um  
   2.00 MeV   7.945E+01  2.578E+00   36.30 um     2.87 um     3.57 um  
   2.25 MeV   8.604E+01  2.356E+00   39.20 um     2.95 um     3.71 um  
   2.50 MeV   9.265E+01  2.173E+00   41.90 um     3.03 um     3.83 um  
   2.75 MeV   9.926E+01  2.018E+00   44.43 um     3.09 um     3.94 um  
   3.00 MeV   1.058E+02  1.886E+00   46.80 um     3.14 um     4.03 um  
   3.25 MeV   1.123E+02  1.772E+00   49.04 um     3.18 um     4.11 um  
   3.50 MeV   1.187E+02  1.672E+00   51.16 um     3.22 um     4.18 um  
   3.75 MeV   1.250E+02  1.583E+00   53.17 um     3.26 um     4.24 um  
   4.00 MeV   1.310E+02  1.504E+00   55.09 um     3.29 um     4.30 um  
   4.50 MeV   1.426E+02  1.370E+00   58.69 um     3.36 um     4.40 um  
   5.00 MeV   1.532E+02  1.259E+00   62.02 um     3.42 um     4.49 um  
   5.50 MeV   1.629E+02  1.166E+00   65.15 um     3.47 um     4.56 um  
   6.00 MeV   1.715E+02  1.087E+00   68.11 um     3.51 um     4.62 um  
   6.50 MeV   1.792E+02  1.019E+00   70.93 um     3.55 um     4.68 um  
   7.00 MeV   1.859E+02  9.592E-01   73.65 um     3.59 um     4.73 um  
   8.00 MeV   1.970E+02  8.601E-01   78.83 um     3.69 um     4.82 um  
   9.00 MeV   2.053E+02  7.809E-01   83.77 um     3.77 um     4.89 um  
  10.00 MeV   2.116E+02  7.159E-01   88.54 um     3.85 um     4.95 um  
  11.00 MeV   2.163E+02  6.616E-01   93.20 um     3.92 um     5.01 um  
  12.00 MeV   2.197E+02  6.155E-01   97.76 um     3.98 um     5.06 um  
  13.00 MeV   2.222E+02  5.758E-01  102.27 um     4.05 um     5.11 um  
  14.00 MeV   2.240E+02  5.413E-01  106.74 um     4.11 um     5.16 um  
  15.00 MeV   2.251E+02  5.109E-01  111.18 um     4.16 um     5.20 um  
  16.00 MeV   2.258E+02  4.840E-01  115.60 um     4.22 um     5.24 um  
  17.00 MeV   2.262E+02  4.600E-01  120.01 um     4.27 um     5.27 um  
  18.00 MeV   2.262E+02  4.384E-01  124.42 um     4.33 um     5.31 um  
  20.00 MeV   2.254E+02  4.011E-01  133.25 um     4.52 um     5.38 um  
  22.50 MeV   2.233E+02  3.630E-01  144.37 um     4.80 um     5.46 um  
  25.00 MeV   2.204E+02  3.320E-01  155.62 um     5.08 um     5.53 um  
  27.50 MeV   2.170E+02  3.061E-01  167.03 um     5.34 um     5.61 um  
  30.00 MeV   2.133E+02  2.842E-01  178.63 um     5.60 um     5.68 um  
  32.50 MeV   2.093E+02  2.654E-01  190.44 um     5.86 um     5.75 um  
  35.00 MeV   2.053E+02  2.490E-01  202.49 um     6.12 um     5.81 um  
  37.50 MeV   2.012E+02  2.347E-01  214.77 um     6.37 um     5.88 um  
  40.00 MeV   1.972E+02  2.220E-01  227.31 um     6.62 um     5.95 um  
  45.00 MeV   1.894E+02  2.006E-01  253.15 um     7.59 um     6.08 um  
  50.00 MeV   1.820E+02  1.832E-01  280.06 um     8.51 um     6.22 um  
  55.00 MeV   1.750E+02  1.687E-01  308.05 um     9.41 um     6.36 um  
  60.00 MeV   1.703E+02  1.564E-01  336.99 um    10.28 um     6.51 um  
  65.00 MeV   1.651E+02  1.459E-01  366.78 um    11.13 um     6.65 um  
  70.00 MeV   1.599E+02  1.368E-01  397.53 um    11.97 um     6.81 um  
  80.00 MeV   1.514E+02  1.218E-01  461.74 um    15.05 um     7.12 um  
  90.00 MeV   1.441E+02  1.098E-01  529.40 um    17.87 um     7.46 um  
 100.00 MeV   1.376E+02  1.002E-01  600.39 um    20.52 um     7.81 um  
 110.00 MeV   1.319E+02  9.212E-02  674.58 um    23.08 um     8.18 um  
 120.00 MeV   1.268E+02  8.534E-02  751.88 um    25.57 um     8.57 um  
 130.00 MeV   1.221E+02  7.954E-02  832.22 um    28.01 um     8.98 um  
 140.00 MeV   1.179E+02  7.451E-02  915.54 um    30.41 um     9.41 um  
 150.00 MeV   1.139E+02  7.011E-02    1.00 mm    32.80 um     9.85 um  
 160.00 MeV   1.103E+02  6.623E-02    1.09 mm    35.17 um    10.30 um  
 170.00 MeV   1.069E+02  6.277E-02    1.18 mm    37.53 um    10.78 um  
 180.00 MeV   1.038E+02  5.968E-02    1.28 mm    39.89 um    11.27 um  
 200.00 MeV   9.798E+01  5.436E-02    1.48 mm    48.82 um    12.29 um  
 225.00 MeV   9.159E+01  4.896E-02    1.74 mm    61.51 um    13.66 um  
 250.00 MeV   8.593E+01  4.459E-02    2.02 mm    73.36 um    15.11 um  
 275.00 MeV   8.089E+01  4.096E-02    2.32 mm    84.80 um    16.66 um  
 300.00 MeV   7.636E+01  3.790E-02    2.64 mm    96.06 um    18.30 um  
 325.00 MeV   7.228E+01  3.529E-02    2.98 mm   107.27 um    20.03 um  
 350.00 MeV   6.857E+01  3.303E-02    3.33 mm   118.51 um    21.84 um  
 375.00 MeV   6.521E+01  3.106E-02    3.70 mm   129.85 um    23.75 um  
 400.00 MeV   6.216E+01  2.931E-02    4.10 mm   141.30 um    25.75 um  
 450.00 MeV   5.684E+01  2.638E-02    4.94 mm   184.88 um    30.02 um  
 500.00 MeV   5.241E+01  2.400E-02    5.85 mm   225.93 um    34.66 um  
 550.00 MeV   4.872E+01  2.203E-02    6.84 mm   265.92 um    39.64 um  
 600.00 MeV   4.565E+01  2.037E-02    7.90 mm   305.45 um    44.97 um  
 650.00 MeV   4.309E+01  1.896E-02    9.03 mm   344.74 um    50.61 um  
 700.00 MeV   4.097E+01  1.773E-02   10.22 mm   383.81 um    56.55 um  
 800.00 MeV   3.778E+01  1.572E-02   12.76 mm   526.25 um    69.19 um  
 900.00 MeV   3.494E+01  1.414E-02   15.52 mm   654.94 um    82.74 um  
   1.00 GeV   3.223E+01  1.285E-02   18.50 mm   779.25 um    97.25 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  8.7879E-02                keV / (ug/cm2) 
  8.7879E-02                MeV / (mg/cm2) 
  8.7879E+01                keV / (mg/cm2) 
  2.0440E+00                 eV / (1E15 atoms/cm2)
  1.1382E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
