 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> June 09, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\Vanadium in Nitrogen (gas).txt

 Ion = Vanadium [23] , Mass = 50.94 amu

 Target Density =  1.1380E-01 g/cm3 = 4.8924E+21 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      N      7    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
5.49999 eV    1.379E-01  1.615E+00      58 A        21 A        16 A   
5.99999 eV    1.441E-01  1.707E+00      60 A        22 A        16 A   
6.49999 eV    1.500E-01  1.796E+00      62 A        23 A        17 A   
6.99999 eV    1.556E-01  1.882E+00      64 A        24 A        18 A   
7.99999 eV    1.664E-01  2.046E+00      67 A        25 A        19 A   
8.99999 eV    1.765E-01  2.202E+00      71 A        27 A        20 A   
9.99999 eV    1.860E-01  2.350E+00      74 A        28 A        21 A   
10.9999 eV    1.951E-01  2.493E+00      77 A        29 A        22 A   
11.9999 eV    2.038E-01  2.630E+00      79 A        30 A        22 A   
12.9999 eV    2.121E-01  2.762E+00      82 A        31 A        23 A   
13.9999 eV    2.201E-01  2.889E+00      84 A        32 A        24 A   
14.9999 eV    2.278E-01  3.012E+00      87 A        33 A        25 A   
15.9999 eV    2.353E-01  3.132E+00      89 A        34 A        25 A   
16.9999 eV    2.425E-01  3.249E+00      91 A        35 A        26 A   
17.9999 eV    2.496E-01  3.362E+00      93 A        36 A        27 A   
19.9999 eV    2.631E-01  3.580E+00      97 A        38 A        28 A   
22.4999 eV    2.790E-01  3.839E+00     102 A        40 A        29 A   
24.9999 eV    2.941E-01  4.085E+00     107 A        41 A        31 A   
27.4999 eV    3.085E-01  4.320E+00     111 A        43 A        32 A   
29.9999 eV    3.222E-01  4.544E+00     115 A        45 A        33 A   
32.4999 eV    3.353E-01  4.759E+00     118 A        46 A        34 A   
34.9999 eV    3.480E-01  4.967E+00     122 A        48 A        35 A   
37.4999 eV    3.602E-01  5.167E+00     126 A        49 A        36 A   
39.9999 eV    3.720E-01  5.361E+00     129 A        51 A        37 A   
44.9999 eV    3.946E-01  5.730E+00     135 A        53 A        39 A   
49.9999 eV    4.159E-01  6.080E+00     141 A        56 A        41 A   
54.9999 eV    4.362E-01  6.412E+00     147 A        58 A        42 A   
59.9999 eV    4.556E-01  6.728E+00     152 A        60 A        44 A   
64.9999 eV    4.742E-01  7.030E+00     158 A        62 A        45 A   
69.9999 eV    4.921E-01  7.321E+00     162 A        64 A        47 A   
79.9999 eV    5.261E-01  7.869E+00     172 A        68 A        49 A   
89.9999 eV    5.580E-01  8.381E+00     181 A        71 A        52 A   
99.9999 eV    5.882E-01  8.863E+00     189 A        74 A        54 A   
    110 eV    6.169E-01  9.317E+00     197 A        77 A        56 A   
    120 eV    6.443E-01  9.748E+00     204 A        80 A        58 A   
    130 eV    6.706E-01  1.016E+01     212 A        83 A        60 A   
139.999 eV    6.960E-01  1.055E+01     219 A        86 A        62 A   
149.999 eV    7.204E-01  1.093E+01     225 A        88 A        64 A   
159.999 eV    7.440E-01  1.129E+01     232 A        91 A        66 A   
169.999 eV    7.669E-01  1.164E+01     238 A        93 A        67 A   
179.999 eV    7.892E-01  1.197E+01     244 A        95 A        69 A   
199.999 eV    8.318E-01  1.261E+01     256 A       100 A        72 A   
224.999 eV    8.823E-01  1.335E+01     270 A       105 A        76 A   
249.999 eV    9.300E-01  1.404E+01     283 A       110 A        79 A   
274.999 eV    9.754E-01  1.469E+01     296 A       114 A        82 A   
299.999 eV    1.019E+00  1.530E+01     308 A       119 A        86 A   
324.999 eV    1.060E+00  1.588E+01     320 A       123 A        89 A   
349.999 eV    1.100E+00  1.642E+01     331 A       127 A        92 A   
374.999 eV    1.139E+00  1.694E+01     342 A       130 A        94 A   
399.999 eV    1.176E+00  1.744E+01     353 A       134 A        97 A   
449.999 eV    1.248E+00  1.837E+01     374 A       141 A       102 A   
499.999 eV    1.315E+00  1.923E+01     393 A       148 A       107 A   
549.999 eV    1.379E+00  2.002E+01     412 A       154 A       112 A   
599.999 eV    1.441E+00  2.077E+01     430 A       160 A       117 A   
649.999 eV    1.500E+00  2.146E+01     448 A       166 A       121 A   
699.999 eV    1.556E+00  2.212E+01     465 A       171 A       125 A   
799.999 eV    1.664E+00  2.333E+01     498 A       182 A       133 A   
899.999 eV    1.765E+00  2.443E+01     529 A       192 A       141 A   
999.999 eV    1.860E+00  2.543E+01     559 A       201 A       148 A   
   1.10 keV   1.951E+00  2.635E+01     588 A       210 A       155 A   
   1.20 keV   2.038E+00  2.720E+01     617 A       219 A       162 A   
   1.30 keV   2.121E+00  2.799E+01     644 A       227 A       169 A   
   1.40 keV   2.201E+00  2.872E+01     671 A       235 A       175 A   
   1.50 keV   2.278E+00  2.941E+01     697 A       243 A       181 A   
   1.60 keV   2.353E+00  3.007E+01     722 A       251 A       187 A   
   1.70 keV   2.425E+00  3.068E+01     747 A       258 A       193 A   
   1.80 keV   2.496E+00  3.126E+01     771 A       265 A       199 A   
   2.00 keV   2.631E+00  3.234E+01     819 A       279 A       210 A   
   2.25 keV   2.790E+00  3.354E+01     877 A       295 A       223 A   
   2.50 keV   2.941E+00  3.462E+01     933 A       311 A       236 A   
   2.75 keV   3.085E+00  3.559E+01     987 A       326 A       249 A   
   3.00 keV   3.222E+00  3.647E+01    1040 A       341 A       261 A   
   3.25 keV   3.353E+00  3.728E+01    1092 A       355 A       272 A   
   3.50 keV   3.480E+00  3.802E+01    1143 A       369 A       284 A   
   3.75 keV   3.602E+00  3.871E+01    1192 A       383 A       295 A   
   4.00 keV   3.720E+00  3.934E+01    1241 A       396 A       306 A   
   4.50 keV   3.946E+00  4.048E+01    1337 A       421 A       327 A   
   5.00 keV   4.159E+00  4.148E+01    1431 A       446 A       347 A   
   5.50 keV   4.362E+00  4.236E+01    1522 A       470 A       367 A   
   6.00 keV   4.556E+00  4.314E+01    1612 A       493 A       386 A   
   6.50 keV   4.742E+00  4.384E+01    1700 A       516 A       405 A   
   7.00 keV   4.921E+00  4.447E+01    1786 A       538 A       423 A   
   8.00 keV   5.261E+00  4.555E+01    1956 A       581 A       458 A   
   9.00 keV   5.580E+00  4.645E+01    2123 A       622 A       493 A   
  10.00 keV   5.882E+00  4.719E+01    2286 A       663 A       526 A   
  11.00 keV   6.169E+00  4.782E+01    2447 A       702 A       558 A   
  12.00 keV   6.443E+00  4.836E+01    2605 A       740 A       590 A   
  13.00 keV   6.706E+00  4.881E+01    2762 A       778 A       621 A   
  14.00 keV   6.960E+00  4.919E+01    2917 A       815 A       652 A   
  15.00 keV   7.204E+00  4.952E+01    3071 A       852 A       682 A   
  16.00 keV   7.440E+00  4.980E+01    3223 A       887 A       711 A   
  17.00 keV   7.669E+00  5.003E+01    3375 A       923 A       740 A   
  18.00 keV   7.892E+00  5.023E+01    3525 A       958 A       769 A   
  20.00 keV   8.318E+00  5.053E+01    3824 A      1027 A       825 A   
  22.50 keV   8.823E+00  5.077E+01    4194 A      1112 A       894 A   
  25.00 keV   9.300E+00  5.089E+01    4562 A      1195 A       962 A   
  27.50 keV   9.754E+00  5.092E+01    4926 A      1276 A      1028 A   
  30.00 keV   1.019E+01  5.088E+01    5290 A      1357 A      1093 A   
  32.50 keV   1.060E+01  5.078E+01    5652 A      1436 A      1158 A   
  35.00 keV   1.100E+01  5.064E+01    6013 A      1514 A      1221 A   
  37.50 keV   1.139E+01  5.047E+01    6373 A      1591 A      1284 A   
  40.00 keV   1.176E+01  5.027E+01    6733 A      1668 A      1346 A   
  45.00 keV   1.248E+01  4.981E+01    7452 A      1819 A      1468 A   
  50.00 keV   1.315E+01  4.929E+01    8171 A      1968 A      1589 A   
  55.00 keV   1.379E+01  4.873E+01    8891 A      2115 A      1708 A   
  60.00 keV   1.441E+01  4.816E+01    9611 A      2260 A      1825 A   
  65.00 keV   1.500E+01  4.757E+01    1.03 um     2403 A      1942 A   
  70.00 keV   1.556E+01  4.699E+01    1.11 um     2544 A      2057 A   
  80.00 keV   1.664E+01  4.582E+01    1.25 um     2824 A      2286 A   
  90.00 keV   1.765E+01  4.467E+01    1.40 um     3098 A      2512 A   
 100.00 keV   1.860E+01  4.357E+01    1.54 um     3366 A      2736 A   
 110.00 keV   1.944E+01  4.252E+01    1.69 um     3629 A      2958 A   
 120.00 keV   2.020E+01  4.151E+01    1.84 um     3889 A      3179 A   
 130.00 keV   2.092E+01  4.055E+01    1.99 um     4144 A      3398 A   
 140.00 keV   2.160E+01  3.964E+01    2.14 um     4395 A      3616 A   
 150.00 keV   2.225E+01  3.877E+01    2.29 um     4643 A      3834 A   
 160.00 keV   2.288E+01  3.794E+01    2.44 um     4887 A      4050 A   
 170.00 keV   2.349E+01  3.715E+01    2.60 um     5128 A      4265 A   
 180.00 keV   2.408E+01  3.639E+01    2.75 um     5366 A      4480 A   
 200.00 keV   2.522E+01  3.498E+01    3.06 um     5839 A      4907 A   
 225.00 keV   2.655E+01  3.339E+01    3.45 um     6415 A      5437 A   
 250.00 keV   2.778E+01  3.196E+01    3.84 um     6972 A      5962 A   
 275.00 keV   2.893E+01  3.067E+01    4.23 um     7511 A      6481 A   
 300.00 keV   3.000E+01  2.949E+01    4.63 um     8034 A      6995 A   
 325.00 keV   3.100E+01  2.842E+01    5.03 um     8541 A      7504 A   
 350.00 keV   3.194E+01  2.743E+01    5.42 um     9033 A      8008 A   
 375.00 keV   3.281E+01  2.652E+01    5.82 um     9513 A      8506 A   
 400.00 keV   3.364E+01  2.568E+01    6.22 um     9979 A      8999 A   
 450.00 keV   3.516E+01  2.418E+01    7.02 um     1.09 um     9969 A   
 500.00 keV   3.655E+01  2.287E+01    7.83 um     1.18 um     1.09 um  
 550.00 keV   3.783E+01  2.171E+01    8.63 um     1.26 um     1.18 um  
 600.00 keV   3.903E+01  2.068E+01    9.43 um     1.34 um     1.28 um  
 650.00 keV   4.018E+01  1.976E+01   10.24 um     1.42 um     1.36 um  
 700.00 keV   4.129E+01  1.893E+01   11.04 um     1.49 um     1.45 um  
 800.00 keV   4.341E+01  1.750E+01   12.63 um     1.64 um     1.62 um  
 900.00 keV   4.546E+01  1.629E+01   14.20 um     1.77 um     1.78 um  
   1.00 MeV   4.748E+01  1.526E+01   15.76 um     1.89 um     1.93 um  
   1.10 MeV   4.948E+01  1.437E+01   17.29 um     2.01 um     2.08 um  
   1.20 MeV   5.148E+01  1.359E+01   18.80 um     2.11 um     2.22 um  
   1.30 MeV   5.348E+01  1.291E+01   20.28 um     2.21 um     2.36 um  
   1.40 MeV   5.549E+01  1.229E+01   21.73 um     2.30 um     2.48 um  
   1.50 MeV   5.752E+01  1.174E+01   23.15 um     2.39 um     2.60 um  
   1.60 MeV   5.956E+01  1.125E+01   24.55 um     2.47 um     2.72 um  
   1.70 MeV   6.162E+01  1.080E+01   25.91 um     2.54 um     2.83 um  
   1.80 MeV   6.370E+01  1.038E+01   27.25 um     2.61 um     2.94 um  
   2.00 MeV   6.791E+01  9.659E+00   29.83 um     2.75 um     3.13 um  
   2.25 MeV   7.328E+01  8.898E+00   32.91 um     2.90 um     3.36 um  
   2.50 MeV   7.878E+01  8.261E+00   35.81 um     3.04 um     3.55 um  
   2.75 MeV   8.440E+01  7.718E+00   38.56 um     3.15 um     3.73 um  
   3.00 MeV   9.013E+01  7.250E+00   41.16 um     3.25 um     3.89 um  
   3.25 MeV   9.597E+01  6.841E+00   43.62 um     3.33 um     4.03 um  
   3.50 MeV   1.019E+02  6.480E+00   45.96 um     3.41 um     4.16 um  
   3.75 MeV   1.079E+02  6.160E+00   48.19 um     3.48 um     4.28 um  
   4.00 MeV   1.139E+02  5.873E+00   50.30 um     3.54 um     4.39 um  
   4.50 MeV   1.262E+02  5.379E+00   54.24 um     3.66 um     4.57 um  
   5.00 MeV   1.385E+02  4.970E+00   57.84 um     3.75 um     4.73 um  
   5.50 MeV   1.508E+02  4.623E+00   61.17 um     3.84 um     4.86 um  
   6.00 MeV   1.628E+02  4.327E+00   64.24 um     3.90 um     4.98 um  
   6.50 MeV   1.747E+02  4.069E+00   67.12 um     3.96 um     5.08 um  
   7.00 MeV   1.862E+02  3.843E+00   69.81 um     4.01 um     5.17 um  
   8.00 MeV   2.080E+02  3.465E+00   74.77 um     4.12 um     5.31 um  
   9.00 MeV   2.279E+02  3.160E+00   79.27 um     4.20 um     5.43 um  
  10.00 MeV   2.458E+02  2.908E+00   83.42 um     4.28 um     5.53 um  
  11.00 MeV   2.617E+02  2.697E+00   87.30 um     4.34 um     5.61 um  
  12.00 MeV   2.756E+02  2.517E+00   90.98 um     4.39 um     5.69 um  
  13.00 MeV   2.878E+02  2.361E+00   94.49 um     4.43 um     5.75 um  
  14.00 MeV   2.984E+02  2.224E+00   97.86 um     4.48 um     5.81 um  
  15.00 MeV   3.077E+02  2.104E+00  101.13 um     4.51 um     5.86 um  
  16.00 MeV   3.158E+02  1.998E+00  104.31 um     4.55 um     5.91 um  
  17.00 MeV   3.228E+02  1.902E+00  107.42 um     4.58 um     5.95 um  
  18.00 MeV   3.290E+02  1.816E+00  110.46 um     4.61 um     5.99 um  
  20.00 MeV   3.393E+02  1.666E+00  116.41 um     4.71 um     6.06 um  
  22.50 MeV   3.492E+02  1.513E+00  123.63 um     4.84 um     6.14 um  
  25.00 MeV   3.568E+02  1.388E+00  130.67 um     4.96 um     6.21 um  
  27.50 MeV   3.626E+02  1.283E+00  137.59 um     5.07 um     6.27 um  
  30.00 MeV   3.672E+02  1.194E+00  144.41 um     5.17 um     6.33 um  
  32.50 MeV   3.707E+02  1.117E+00  151.16 um     5.27 um     6.39 um  
  35.00 MeV   3.734E+02  1.050E+00  157.85 um     5.37 um     6.44 um  
  37.50 MeV   3.754E+02  9.913E-01  164.50 um     5.46 um     6.48 um  
  40.00 MeV   3.768E+02  9.392E-01  171.13 um     5.55 um     6.53 um  
  45.00 MeV   3.782E+02  8.509E-01  184.33 um     5.88 um     6.61 um  
  50.00 MeV   3.780E+02  7.787E-01  197.52 um     6.18 um     6.69 um  
  55.00 MeV   3.767E+02  7.185E-01  210.74 um     6.47 um     6.76 um  
  60.00 MeV   3.744E+02  6.674E-01  224.03 um     6.75 um     6.83 um  
  65.00 MeV   3.716E+02  6.236E-01  237.40 um     7.02 um     6.90 um  
  70.00 MeV   3.683E+02  5.855E-01  250.89 um     7.29 um     6.96 um  
  80.00 MeV   3.608E+02  5.225E-01  278.28 um     8.27 um     7.08 um  
  90.00 MeV   3.528E+02  4.724E-01  306.27 um     9.19 um     7.20 um  
 100.00 MeV   3.445E+02  4.316E-01  334.91 um    10.06 um     7.32 um  
 110.00 MeV   3.398E+02  3.977E-01  364.11 um    10.89 um     7.44 um  
 120.00 MeV   3.331E+02  3.689E-01  393.80 um    11.68 um     7.56 um  
 130.00 MeV   3.265E+02  3.443E-01  424.08 um    12.46 um     7.67 um  
 140.00 MeV   3.206E+02  3.229E-01  454.96 um    13.21 um     7.79 um  
 150.00 MeV   3.149E+02  3.042E-01  486.39 um    13.96 um     7.91 um  
 160.00 MeV   3.095E+02  2.877E-01  518.40 um    14.68 um     8.03 um  
 170.00 MeV   3.042E+02  2.729E-01  550.96 um    15.40 um     8.15 um  
 180.00 MeV   2.991E+02  2.597E-01  584.09 um    16.11 um     8.27 um  
 200.00 MeV   2.894E+02  2.369E-01  652.02 um    18.78 um     8.51 um  
 225.00 MeV   2.782E+02  2.138E-01  740.07 um    22.55 um     8.83 um  
 250.00 MeV   2.678E+02  1.949E-01  831.61 um    26.03 um     9.16 um  
 275.00 MeV   2.581E+02  1.793E-01  926.66 um    29.32 um     9.50 um  
 300.00 MeV   2.490E+02  1.661E-01    1.03 mm    32.48 um     9.86 um  
 325.00 MeV   2.405E+02  1.549E-01    1.13 mm    35.57 um    10.22 um  
 350.00 MeV   2.324E+02  1.451E-01    1.23 mm    38.60 um    10.61 um  
 375.00 MeV   2.248E+02  1.365E-01    1.34 mm    41.60 um    11.00 um  
 400.00 MeV   2.177E+02  1.290E-01    1.46 mm    44.58 um    11.41 um  
 450.00 MeV   2.044E+02  1.162E-01    1.69 mm    55.81 um    12.27 um  
 500.00 MeV   1.926E+02  1.059E-01    1.94 mm    66.25 um    13.20 um  
 550.00 MeV   1.819E+02  9.731E-02    2.21 mm    76.30 um    14.18 um  
 600.00 MeV   1.723E+02  9.008E-02    2.49 mm    86.16 um    15.23 um  
 650.00 MeV   1.636E+02  8.390E-02    2.79 mm    95.93 um    16.33 um  
 700.00 MeV   1.558E+02  7.854E-02    3.10 mm   105.69 um    17.50 um  
 800.00 MeV   1.423E+02  6.974E-02    3.78 mm   142.18 um    20.01 um  
 900.00 MeV   1.313E+02  6.278E-02    4.51 mm   175.91 um    22.75 um  
   1.00 GeV   1.222E+02  5.714E-02    5.30 mm   208.44 um    25.71 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  8.7879E-02                keV / (ug/cm2) 
  8.7879E-02                MeV / (mg/cm2) 
  8.7879E+01                keV / (mg/cm2) 
  2.0440E+00                 eV / (1E15 atoms/cm2)
  6.5563E-03                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
