 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> June 09, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\Phosphorus in Nitrogen (gas).txt

 Ion = Phosphorus [15] , Mass = 30.974 amu

 Target Density =  1.1380E-01 g/cm3 = 4.8924E+21 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      N      7    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
5.49999 eV    1.224E-01  1.659E+00      49 A        23 A        17 A   
5.99999 eV    1.279E-01  1.749E+00      51 A        24 A        18 A   
6.49999 eV    1.331E-01  1.836E+00      52 A        25 A        19 A   
6.99999 eV    1.381E-01  1.920E+00      54 A        26 A        19 A   
7.99999 eV    1.476E-01  2.080E+00      57 A        27 A        20 A   
8.99999 eV    1.566E-01  2.232E+00      60 A        29 A        21 A   
9.99999 eV    1.651E-01  2.375E+00      62 A        30 A        22 A   
10.9999 eV    1.731E-01  2.512E+00      65 A        32 A        23 A   
11.9999 eV    1.808E-01  2.643E+00      67 A        33 A        24 A   
12.9999 eV    1.882E-01  2.769E+00      69 A        34 A        25 A   
13.9999 eV    1.953E-01  2.890E+00      72 A        35 A        26 A   
14.9999 eV    2.022E-01  3.007E+00      74 A        36 A        27 A   
15.9999 eV    2.088E-01  3.121E+00      76 A        37 A        28 A   
16.9999 eV    2.152E-01  3.230E+00      78 A        38 A        28 A   
17.9999 eV    2.214E-01  3.337E+00      79 A        39 A        29 A   
19.9999 eV    2.334E-01  3.541E+00      83 A        41 A        30 A   
22.4999 eV    2.476E-01  3.783E+00      87 A        43 A        32 A   
24.9999 eV    2.610E-01  4.010E+00      91 A        45 A        33 A   
27.4999 eV    2.737E-01  4.226E+00      95 A        47 A        35 A   
29.9999 eV    2.859E-01  4.432E+00      99 A        49 A        36 A   
32.4999 eV    2.976E-01  4.629E+00     102 A        51 A        37 A   
34.9999 eV    3.088E-01  4.817E+00     105 A        53 A        38 A   
37.4999 eV    3.196E-01  4.999E+00     108 A        54 A        39 A   
39.9999 eV    3.301E-01  5.173E+00     111 A        56 A        41 A   
44.9999 eV    3.501E-01  5.505E+00     117 A        59 A        43 A   
49.9999 eV    3.691E-01  5.816E+00     123 A        61 A        45 A   
54.9999 eV    3.871E-01  6.110E+00     128 A        64 A        46 A   
59.9999 eV    4.043E-01  6.388E+00     133 A        66 A        48 A   
64.9999 eV    4.208E-01  6.652E+00     138 A        69 A        50 A   
69.9999 eV    4.367E-01  6.905E+00     143 A        71 A        51 A   
79.9999 eV    4.669E-01  7.379E+00     152 A        75 A        54 A   
89.9999 eV    4.952E-01  7.817E+00     160 A        79 A        57 A   
99.9999 eV    5.220E-01  8.225E+00     168 A        83 A        60 A   
    110 eV    5.474E-01  8.608E+00     176 A        86 A        62 A   
    120 eV    5.718E-01  8.968E+00     183 A        90 A        65 A   
    130 eV    5.951E-01  9.309E+00     190 A        93 A        67 A   
139.999 eV    6.176E-01  9.633E+00     197 A        96 A        69 A   
149.999 eV    6.393E-01  9.941E+00     204 A        99 A        71 A   
159.999 eV    6.602E-01  1.023E+01     210 A       102 A        74 A   
169.999 eV    6.806E-01  1.052E+01     216 A       105 A        76 A   
179.999 eV    7.003E-01  1.079E+01     222 A       107 A        78 A   
199.999 eV    7.382E-01  1.130E+01     234 A       112 A        81 A   
224.999 eV    7.829E-01  1.188E+01     249 A       119 A        86 A   
249.999 eV    8.253E-01  1.242E+01     262 A       124 A        90 A   
274.999 eV    8.656E-01  1.292E+01     275 A       130 A        94 A   
299.999 eV    9.041E-01  1.339E+01     288 A       135 A        98 A   
324.999 eV    9.410E-01  1.383E+01     300 A       140 A       102 A   
349.999 eV    9.765E-01  1.424E+01     312 A       145 A       106 A   
374.999 eV    1.011E+00  1.463E+01     324 A       150 A       109 A   
399.999 eV    1.044E+00  1.499E+01     335 A       154 A       113 A   
449.999 eV    1.107E+00  1.567E+01     357 A       163 A       119 A   
499.999 eV    1.167E+00  1.629E+01     378 A       171 A       126 A   
549.999 eV    1.224E+00  1.686E+01     399 A       179 A       132 A   
599.999 eV    1.279E+00  1.738E+01     419 A       187 A       138 A   
649.999 eV    1.331E+00  1.787E+01     438 A       195 A       143 A   
699.999 eV    1.381E+00  1.832E+01     457 A       202 A       149 A   
799.999 eV    1.476E+00  1.914E+01     494 A       216 A       159 A   
899.999 eV    1.566E+00  1.987E+01     529 A       229 A       170 A   
999.999 eV    1.651E+00  2.052E+01     563 A       241 A       179 A   
   1.10 keV   1.731E+00  2.111E+01     596 A       253 A       189 A   
   1.20 keV   1.808E+00  2.165E+01     629 A       265 A       198 A   
   1.30 keV   1.882E+00  2.214E+01     661 A       277 A       207 A   
   1.40 keV   1.953E+00  2.259E+01     692 A       288 A       215 A   
   1.50 keV   2.022E+00  2.301E+01     722 A       298 A       224 A   
   1.60 keV   2.088E+00  2.339E+01     753 A       309 A       232 A   
   1.70 keV   2.152E+00  2.376E+01     782 A       319 A       240 A   
   1.80 keV   2.214E+00  2.409E+01     812 A       330 A       248 A   
   2.00 keV   2.334E+00  2.470E+01     869 A       349 A       263 A   
   2.25 keV   2.476E+00  2.537E+01     939 A       373 A       282 A   
   2.50 keV   2.610E+00  2.595E+01    1008 A       397 A       300 A   
   2.75 keV   2.737E+00  2.646E+01    1076 A       419 A       318 A   
   3.00 keV   2.859E+00  2.690E+01    1142 A       441 A       335 A   
   3.25 keV   2.976E+00  2.730E+01    1207 A       463 A       352 A   
   3.50 keV   3.088E+00  2.765E+01    1271 A       484 A       368 A   
   3.75 keV   3.196E+00  2.797E+01    1335 A       504 A       384 A   
   4.00 keV   3.301E+00  2.826E+01    1398 A       525 A       400 A   
   4.50 keV   3.501E+00  2.875E+01    1522 A       565 A       431 A   
   5.00 keV   3.691E+00  2.915E+01    1645 A       604 A       461 A   
   5.50 keV   3.871E+00  2.948E+01    1766 A       642 A       490 A   
   6.00 keV   4.043E+00  2.975E+01    1885 A       679 A       519 A   
   6.50 keV   4.208E+00  2.998E+01    2004 A       716 A       547 A   
   7.00 keV   4.367E+00  3.017E+01    2122 A       752 A       574 A   
   8.00 keV   4.669E+00  3.045E+01    2355 A       823 A       628 A   
   9.00 keV   4.952E+00  3.063E+01    2586 A       893 A       681 A   
  10.00 keV   5.220E+00  3.073E+01    2815 A       961 A       733 A   
  11.00 keV   5.474E+00  3.078E+01    3043 A      1029 A       783 A   
  12.00 keV   5.718E+00  3.079E+01    3270 A      1095 A       833 A   
  13.00 keV   5.951E+00  3.076E+01    3496 A      1161 A       882 A   
  14.00 keV   6.176E+00  3.070E+01    3723 A      1226 A       931 A   
  15.00 keV   6.393E+00  3.062E+01    3948 A      1290 A       979 A   
  16.00 keV   6.602E+00  3.052E+01    4174 A      1353 A      1026 A   
  17.00 keV   6.806E+00  3.041E+01    4400 A      1417 A      1073 A   
  18.00 keV   7.003E+00  3.029E+01    4626 A      1479 A      1120 A   
  20.00 keV   7.382E+00  3.001E+01    5078 A      1604 A      1212 A   
  22.50 keV   7.829E+00  2.963E+01    5644 A      1757 A      1327 A   
  25.00 keV   8.253E+00  2.923E+01    6212 A      1908 A      1439 A   
  27.50 keV   8.656E+00  2.882E+01    6783 A      2057 A      1551 A   
  30.00 keV   9.041E+00  2.840E+01    7356 A      2205 A      1661 A   
  32.50 keV   9.410E+00  2.799E+01    7932 A      2351 A      1771 A   
  35.00 keV   9.765E+00  2.758E+01    8510 A      2495 A      1880 A   
  37.50 keV   1.011E+01  2.717E+01    9091 A      2638 A      1989 A   
  40.00 keV   1.044E+01  2.678E+01    9675 A      2780 A      2097 A   
  45.00 keV   1.107E+01  2.601E+01    1.09 um     3060 A      2312 A   
  50.00 keV   1.167E+01  2.529E+01    1.20 um     3335 A      2527 A   
  55.00 keV   1.224E+01  2.460E+01    1.32 um     3605 A      2740 A   
  60.00 keV   1.279E+01  2.395E+01    1.44 um     3871 A      2952 A   
  65.00 keV   1.326E+01  2.334E+01    1.56 um     4132 A      3164 A   
  70.00 keV   1.372E+01  2.276E+01    1.69 um     4389 A      3374 A   
  80.00 keV   1.468E+01  2.170E+01    1.93 um     4894 A      3794 A   
  90.00 keV   1.566E+01  2.074E+01    2.18 um     5381 A      4211 A   
 100.00 keV   1.661E+01  1.988E+01    2.42 um     5849 A      4624 A   
 110.00 keV   1.753E+01  1.910E+01    2.67 um     6300 A      5033 A   
 120.00 keV   1.841E+01  1.838E+01    2.92 um     6734 A      5436 A   
 130.00 keV   1.926E+01  1.773E+01    3.17 um     7152 A      5834 A   
 140.00 keV   2.007E+01  1.713E+01    3.41 um     7555 A      6227 A   
 150.00 keV   2.084E+01  1.657E+01    3.66 um     7945 A      6613 A   
 160.00 keV   2.159E+01  1.606E+01    3.90 um     8321 A      6993 A   
 170.00 keV   2.230E+01  1.558E+01    4.15 um     8684 A      7367 A   
 180.00 keV   2.298E+01  1.513E+01    4.39 um     9036 A      7735 A   
 200.00 keV   2.428E+01  1.433E+01    4.87 um     9717 A      8454 A   
 225.00 keV   2.577E+01  1.345E+01    5.47 um     1.05 um     9320 A   
 250.00 keV   2.716E+01  1.269E+01    6.06 um     1.13 um     1.02 um  
 275.00 keV   2.846E+01  1.203E+01    6.65 um     1.20 um     1.10 um  
 300.00 keV   2.968E+01  1.144E+01    7.22 um     1.26 um     1.17 um  
 325.00 keV   3.083E+01  1.091E+01    7.79 um     1.32 um     1.25 um  
 350.00 keV   3.193E+01  1.044E+01    8.36 um     1.38 um     1.32 um  
 375.00 keV   3.298E+01  1.001E+01    8.91 um     1.43 um     1.39 um  
 400.00 keV   3.399E+01  9.621E+00    9.46 um     1.49 um     1.45 um  
 450.00 keV   3.589E+01  8.939E+00   10.54 um     1.58 um     1.58 um  
 500.00 keV   3.767E+01  8.359E+00   11.59 um     1.67 um     1.70 um  
 550.00 keV   3.934E+01  7.860E+00   12.62 um     1.76 um     1.81 um  
 600.00 keV   4.093E+01  7.424E+00   13.63 um     1.83 um     1.91 um  
 650.00 keV   4.243E+01  7.040E+00   14.62 um     1.90 um     2.01 um  
 700.00 keV   4.387E+01  6.698E+00   15.58 um     1.96 um     2.10 um  
 800.00 keV   4.659E+01  6.116E+00   17.46 um     2.09 um     2.27 um  
 900.00 keV   4.914E+01  5.638E+00   19.27 um     2.20 um     2.43 um  
   1.00 MeV   5.158E+01  5.237E+00   21.02 um     2.29 um     2.57 um  
   1.10 MeV   5.392E+01  4.896E+00   22.71 um     2.38 um     2.71 um  
   1.20 MeV   5.621E+01  4.601E+00   24.34 um     2.45 um     2.83 um  
   1.30 MeV   5.846E+01  4.343E+00   25.93 um     2.52 um     2.94 um  
   1.40 MeV   6.069E+01  4.115E+00   27.47 um     2.59 um     3.04 um  
   1.50 MeV   6.292E+01  3.913E+00   28.96 um     2.64 um     3.14 um  
   1.60 MeV   6.513E+01  3.731E+00   30.41 um     2.70 um     3.23 um  
   1.70 MeV   6.736E+01  3.568E+00   31.82 um     2.75 um     3.32 um  
   1.80 MeV   6.959E+01  3.420E+00   33.19 um     2.79 um     3.40 um  
   2.00 MeV   7.409E+01  3.160E+00   35.81 um     2.88 um     3.55 um  
   2.25 MeV   7.978E+01  2.892E+00   38.90 um     2.99 um     3.71 um  
   2.50 MeV   8.555E+01  2.669E+00   41.80 um     3.07 um     3.85 um  
   2.75 MeV   9.138E+01  2.481E+00   44.52 um     3.15 um     3.97 um  
   3.00 MeV   9.723E+01  2.320E+00   47.08 um     3.21 um     4.08 um  
   3.25 MeV   1.031E+02  2.181E+00   49.50 um     3.27 um     4.17 um  
   3.50 MeV   1.089E+02  2.058E+00   51.79 um     3.31 um     4.26 um  
   3.75 MeV   1.146E+02  1.950E+00   53.98 um     3.36 um     4.34 um  
   4.00 MeV   1.203E+02  1.854E+00   56.06 um     3.39 um     4.41 um  
   4.50 MeV   1.312E+02  1.689E+00   59.96 um     3.48 um     4.53 um  
   5.00 MeV   1.416E+02  1.554E+00   63.56 um     3.55 um     4.63 um  
   5.50 MeV   1.512E+02  1.440E+00   66.93 um     3.61 um     4.72 um  
   6.00 MeV   1.600E+02  1.343E+00   70.10 um     3.66 um     4.80 um  
   6.50 MeV   1.681E+02  1.259E+00   73.11 um     3.71 um     4.86 um  
   7.00 MeV   1.754E+02  1.186E+00   75.99 um     3.75 um     4.92 um  
   8.00 MeV   1.878E+02  1.064E+00   81.45 um     3.85 um     5.03 um  
   9.00 MeV   1.978E+02  9.666E-01   86.60 um     3.95 um     5.12 um  
  10.00 MeV   2.057E+02  8.867E-01   91.52 um     4.03 um     5.19 um  
  11.00 MeV   2.120E+02  8.198E-01   96.28 um     4.10 um     5.26 um  
  12.00 MeV   2.170E+02  7.629E-01  100.91 um     4.17 um     5.32 um  
  13.00 MeV   2.210E+02  7.140E-01  105.46 um     4.23 um     5.37 um  
  14.00 MeV   2.242E+02  6.714E-01  109.93 um     4.29 um     5.42 um  
  15.00 MeV   2.268E+02  6.339E-01  114.35 um     4.35 um     5.47 um  
  16.00 MeV   2.289E+02  6.007E-01  118.72 um     4.40 um     5.51 um  
  17.00 MeV   2.305E+02  5.710E-01  123.06 um     4.45 um     5.56 um  
  18.00 MeV   2.318E+02  5.443E-01  127.37 um     4.51 um     5.59 um  
  20.00 MeV   2.333E+02  4.982E-01  135.94 um     4.68 um     5.67 um  
  22.50 MeV   2.340E+02  4.511E-01  146.61 um     4.94 um     5.75 um  
  25.00 MeV   2.336E+02  4.126E-01  157.28 um     5.18 um     5.83 um  
  27.50 MeV   2.323E+02  3.806E-01  167.98 um     5.41 um     5.91 um  
  30.00 MeV   2.305E+02  3.535E-01  178.77 um     5.64 um     5.98 um  
  32.50 MeV   2.282E+02  3.302E-01  189.65 um     5.86 um     6.04 um  
  35.00 MeV   2.256E+02  3.099E-01  200.65 um     6.07 um     6.11 um  
  37.50 MeV   2.227E+02  2.922E-01  211.78 um     6.29 um     6.18 um  
  40.00 MeV   2.197E+02  2.764E-01  223.07 um     6.50 um     6.24 um  
  45.00 MeV   2.135E+02  2.498E-01  246.12 um     7.29 um     6.36 um  
  50.00 MeV   2.072E+02  2.282E-01  269.87 um     8.05 um     6.49 um  
  55.00 MeV   2.010E+02  2.102E-01  294.34 um     8.78 um     6.61 um  
  60.00 MeV   1.950E+02  1.949E-01  319.56 um     9.50 um     6.74 um  
  65.00 MeV   1.907E+02  1.819E-01  345.47 um    10.19 um     6.86 um  
  70.00 MeV   1.864E+02  1.706E-01  371.96 um    10.88 um     6.99 um  
  80.00 MeV   1.772E+02  1.519E-01  426.95 um    13.40 um     7.25 um  
  90.00 MeV   1.695E+02  1.370E-01  484.60 um    15.71 um     7.52 um  
 100.00 MeV   1.626E+02  1.250E-01  544.80 um    17.90 um     7.81 um  
 110.00 MeV   1.563E+02  1.150E-01  607.51 um    20.00 um     8.10 um  
 120.00 MeV   1.505E+02  1.065E-01  672.66 um    22.04 um     8.41 um  
 130.00 MeV   1.453E+02  9.932E-02  740.24 um    24.05 um     8.72 um  
 140.00 MeV   1.404E+02  9.306E-02  810.22 um    26.03 um     9.05 um  
 150.00 MeV   1.359E+02  8.757E-02  882.55 um    28.00 um     9.40 um  
 160.00 MeV   1.317E+02  8.273E-02  957.24 um    29.95 um     9.75 um  
 170.00 MeV   1.278E+02  7.843E-02    1.03 mm    31.89 um    10.12 um  
 180.00 MeV   1.241E+02  7.457E-02    1.11 mm    33.83 um    10.50 um  
 200.00 MeV   1.174E+02  6.794E-02    1.28 mm    41.20 um    11.29 um  
 225.00 MeV   1.099E+02  6.121E-02    1.50 mm    51.68 um    12.35 um  
 250.00 MeV   1.034E+02  5.575E-02    1.73 mm    61.46 um    13.48 um  
 275.00 MeV   9.754E+01  5.122E-02    1.98 mm    70.88 um    14.69 um  
 300.00 MeV   9.231E+01  4.741E-02    2.25 mm    80.13 um    15.96 um  
 325.00 MeV   8.760E+01  4.415E-02    2.52 mm    89.31 um    17.31 um  
 350.00 MeV   8.335E+01  4.133E-02    2.82 mm    98.48 um    18.73 um  
 375.00 MeV   7.950E+01  3.886E-02    3.12 mm   107.69 um    20.22 um  
 400.00 MeV   7.599E+01  3.668E-02    3.45 mm   116.97 um    21.77 um  
 450.00 MeV   6.987E+01  3.302E-02    4.13 mm   152.11 um    25.09 um  
 500.00 MeV   6.475E+01  3.004E-02    4.87 mm   185.03 um    28.67 um  
 550.00 MeV   6.042E+01  2.758E-02    5.67 mm   216.96 um    32.51 um  
 600.00 MeV   5.674E+01  2.551E-02    6.53 mm   248.44 um    36.60 um  
 650.00 MeV   5.360E+01  2.374E-02    7.43 mm   279.71 um    40.93 um  
 700.00 MeV   5.089E+01  2.221E-02    8.39 mm   310.90 um    45.48 um  
 800.00 MeV   4.652E+01  1.970E-02   10.45 mm   425.92 um    55.21 um  
 900.00 MeV   4.315E+01  1.771E-02   12.68 mm   530.45 um    65.69 um  
   1.00 GeV   4.002E+01  1.611E-02   15.09 mm   630.55 um    76.89 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  8.7879E-02                keV / (ug/cm2) 
  8.7879E-02                MeV / (mg/cm2) 
  8.7879E+01                keV / (mg/cm2) 
  2.0440E+00                 eV / (1E15 atoms/cm2)
  1.0427E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
