 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> June 09, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\Chlorine in Nitrogen (gas).txt

 Ion = Chlorine [17] , Mass = 34.969 amu

 Target Density =  1.1380E-01 g/cm3 = 4.8924E+21 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      N      7    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
5.49999 eV    1.662E-01  1.670E+00      50 A        22 A        16 A   
5.99999 eV    1.736E-01  1.762E+00      51 A        23 A        17 A   
6.49999 eV    1.807E-01  1.851E+00      53 A        24 A        17 A   
6.99999 eV    1.875E-01  1.937E+00      55 A        24 A        18 A   
7.99999 eV    2.005E-01  2.101E+00      58 A        26 A        19 A   
8.99999 eV    2.126E-01  2.255E+00      61 A        27 A        20 A   
9.99999 eV    2.241E-01  2.403E+00      63 A        29 A        21 A   
10.9999 eV    2.351E-01  2.543E+00      66 A        30 A        22 A   
11.9999 eV    2.455E-01  2.678E+00      68 A        31 A        23 A   
12.9999 eV    2.555E-01  2.807E+00      71 A        32 A        24 A   
13.9999 eV    2.652E-01  2.932E+00      73 A        33 A        25 A   
14.9999 eV    2.745E-01  3.052E+00      75 A        34 A        25 A   
15.9999 eV    2.835E-01  3.169E+00      77 A        35 A        26 A   
16.9999 eV    2.922E-01  3.282E+00      79 A        36 A        27 A   
17.9999 eV    3.007E-01  3.392E+00      81 A        37 A        27 A   
19.9999 eV    3.170E-01  3.604E+00      84 A        39 A        29 A   
22.4999 eV    3.362E-01  3.854E+00      89 A        41 A        30 A   
24.9999 eV    3.544E-01  4.090E+00      92 A        43 A        31 A   
27.4999 eV    3.717E-01  4.314E+00      96 A        45 A        33 A   
29.9999 eV    3.882E-01  4.528E+00     100 A        46 A        34 A   
32.4999 eV    4.040E-01  4.733E+00     103 A        48 A        35 A   
34.9999 eV    4.193E-01  4.930E+00     107 A        50 A        36 A   
37.4999 eV    4.340E-01  5.119E+00     110 A        51 A        37 A   
39.9999 eV    4.482E-01  5.302E+00     113 A        53 A        38 A   
44.9999 eV    4.754E-01  5.649E+00     119 A        55 A        40 A   
49.9999 eV    5.011E-01  5.975E+00     124 A        58 A        42 A   
54.9999 eV    5.256E-01  6.284E+00     129 A        60 A        44 A   
59.9999 eV    5.490E-01  6.577E+00     134 A        63 A        45 A   
64.9999 eV    5.714E-01  6.856E+00     139 A        65 A        47 A   
69.9999 eV    5.930E-01  7.123E+00     144 A        67 A        48 A   
79.9999 eV    6.339E-01  7.624E+00     153 A        71 A        51 A   
89.9999 eV    6.724E-01  8.089E+00     161 A        75 A        54 A   
99.9999 eV    7.087E-01  8.524E+00     169 A        78 A        56 A   
    110 eV    7.433E-01  8.932E+00     176 A        81 A        59 A   
    120 eV    7.764E-01  9.317E+00     183 A        84 A        61 A   
    130 eV    8.081E-01  9.682E+00     190 A        87 A        63 A   
139.999 eV    8.386E-01  1.003E+01     197 A        90 A        65 A   
149.999 eV    8.680E-01  1.036E+01     203 A        93 A        67 A   
159.999 eV    8.965E-01  1.068E+01     210 A        96 A        69 A   
169.999 eV    9.241E-01  1.098E+01     216 A        98 A        71 A   
179.999 eV    9.509E-01  1.127E+01     222 A       101 A        73 A   
199.999 eV    1.002E+00  1.182E+01     233 A       106 A        76 A   
224.999 eV    1.063E+00  1.246E+01     247 A       111 A        80 A   
249.999 eV    1.121E+00  1.305E+01     260 A       117 A        84 A   
274.999 eV    1.175E+00  1.360E+01     273 A       122 A        88 A   
299.999 eV    1.228E+00  1.411E+01     285 A       126 A        92 A   
324.999 eV    1.278E+00  1.459E+01     296 A       131 A        95 A   
349.999 eV    1.326E+00  1.504E+01     308 A       136 A        99 A   
374.999 eV    1.372E+00  1.547E+01     319 A       140 A       102 A   
399.999 eV    1.417E+00  1.588E+01     330 A       144 A       105 A   
449.999 eV    1.503E+00  1.663E+01     351 A       152 A       111 A   
499.999 eV    1.585E+00  1.732E+01     371 A       160 A       117 A   
549.999 eV    1.662E+00  1.796E+01     390 A       167 A       122 A   
599.999 eV    1.736E+00  1.855E+01     409 A       174 A       128 A   
649.999 eV    1.807E+00  1.910E+01     427 A       180 A       133 A   
699.999 eV    1.875E+00  1.961E+01     445 A       187 A       138 A   
799.999 eV    2.005E+00  2.054E+01     479 A       199 A       147 A   
899.999 eV    2.126E+00  2.137E+01     512 A       211 A       156 A   
999.999 eV    2.241E+00  2.212E+01     544 A       222 A       165 A   
   1.10 keV   2.351E+00  2.280E+01     575 A       233 A       173 A   
   1.20 keV   2.455E+00  2.343E+01     605 A       243 A       182 A   
   1.30 keV   2.555E+00  2.400E+01     635 A       253 A       189 A   
   1.40 keV   2.652E+00  2.453E+01     664 A       263 A       197 A   
   1.50 keV   2.745E+00  2.502E+01     692 A       272 A       205 A   
   1.60 keV   2.835E+00  2.548E+01     720 A       282 A       212 A   
   1.70 keV   2.922E+00  2.591E+01     747 A       291 A       219 A   
   1.80 keV   3.007E+00  2.631E+01     774 A       299 A       226 A   
   2.00 keV   3.170E+00  2.704E+01     826 A       317 A       240 A   
   2.25 keV   3.362E+00  2.785E+01     891 A       337 A       256 A   
   2.50 keV   3.544E+00  2.856E+01     953 A       357 A       272 A   
   2.75 keV   3.717E+00  2.918E+01    1014 A       377 A       287 A   
   3.00 keV   3.882E+00  2.974E+01    1074 A       395 A       302 A   
   3.25 keV   4.040E+00  3.024E+01    1133 A       414 A       317 A   
   3.50 keV   4.193E+00  3.070E+01    1190 A       431 A       331 A   
   3.75 keV   4.340E+00  3.110E+01    1248 A       449 A       345 A   
   4.00 keV   4.482E+00  3.148E+01    1304 A       466 A       358 A   
   4.50 keV   4.754E+00  3.213E+01    1415 A       500 A       385 A   
   5.00 keV   5.011E+00  3.267E+01    1524 A       532 A       411 A   
   5.50 keV   5.256E+00  3.314E+01    1631 A       564 A       436 A   
   6.00 keV   5.490E+00  3.353E+01    1736 A       595 A       460 A   
   6.50 keV   5.714E+00  3.387E+01    1840 A       626 A       484 A   
   7.00 keV   5.930E+00  3.416E+01    1943 A       655 A       508 A   
   8.00 keV   6.339E+00  3.462E+01    2147 A       714 A       553 A   
   9.00 keV   6.724E+00  3.497E+01    2348 A       771 A       598 A   
  10.00 keV   7.087E+00  3.521E+01    2546 A       826 A       641 A   
  11.00 keV   7.433E+00  3.539E+01    2742 A       880 A       683 A   
  12.00 keV   7.764E+00  3.551E+01    2937 A       934 A       725 A   
  13.00 keV   8.081E+00  3.558E+01    3130 A       986 A       766 A   
  14.00 keV   8.386E+00  3.561E+01    3323 A      1038 A       806 A   
  15.00 keV   8.680E+00  3.562E+01    3514 A      1089 A       845 A   
  16.00 keV   8.965E+00  3.559E+01    3705 A      1140 A       884 A   
  17.00 keV   9.241E+00  3.555E+01    3895 A      1190 A       923 A   
  18.00 keV   9.509E+00  3.548E+01    4085 A      1239 A       961 A   
  20.00 keV   1.002E+01  3.532E+01    4464 A      1337 A      1036 A   
  22.50 keV   1.063E+01  3.504E+01    4935 A      1457 A      1129 A   
  25.00 keV   1.121E+01  3.473E+01    5406 A      1575 A      1219 A   
  27.50 keV   1.175E+01  3.438E+01    5876 A      1690 A      1308 A   
  30.00 keV   1.228E+01  3.402E+01    6346 A      1804 A      1396 A   
  32.50 keV   1.278E+01  3.364E+01    6816 A      1916 A      1483 A   
  35.00 keV   1.326E+01  3.326E+01    7286 A      2027 A      1569 A   
  37.50 keV   1.372E+01  3.287E+01    7756 A      2136 A      1654 A   
  40.00 keV   1.417E+01  3.249E+01    8228 A      2244 A      1739 A   
  45.00 keV   1.503E+01  3.173E+01    9172 A      2456 A      1906 A   
  50.00 keV   1.585E+01  3.100E+01    1.01 um     2664 A      2070 A   
  55.00 keV   1.662E+01  3.029E+01    1.11 um     2866 A      2233 A   
  60.00 keV   1.736E+01  2.961E+01    1.20 um     3065 A      2394 A   
  65.00 keV   1.807E+01  2.895E+01    1.30 um     3259 A      2554 A   
  70.00 keV   1.876E+01  2.833E+01    1.39 um     3450 A      2712 A   
  80.00 keV   2.134E+01  2.716E+01    1.58 um     3814 A      3023 A   
  90.00 keV   2.288E+01  2.610E+01    1.77 um     4155 A      3326 A   
 100.00 keV   2.384E+01  2.513E+01    1.95 um     4483 A      3622 A   
 110.00 keV   2.445E+01  2.423E+01    2.14 um     4803 A      3912 A   
 120.00 keV   2.486E+01  2.341E+01    2.33 um     5117 A      4199 A   
 130.00 keV   2.516E+01  2.265E+01    2.52 um     5428 A      4482 A   
 140.00 keV   2.539E+01  2.194E+01    2.71 um     5735 A      4764 A   
 150.00 keV   2.559E+01  2.129E+01    2.91 um     6039 A      5044 A   
 160.00 keV   2.577E+01  2.068E+01    3.11 um     6340 A      5323 A   
 170.00 keV   2.596E+01  2.011E+01    3.31 um     6639 A      5602 A   
 180.00 keV   2.615E+01  1.958E+01    3.51 um     6934 A      5880 A   
 200.00 keV   2.657E+01  1.860E+01    3.92 um     7526 A      6437 A   
 225.00 keV   2.718E+01  1.753E+01    4.44 um     8250 A      7130 A   
 250.00 keV   2.789E+01  1.660E+01    4.97 um     8950 A      7821 A   
 275.00 keV   2.868E+01  1.578E+01    5.50 um     9623 A      8505 A   
 300.00 keV   2.955E+01  1.504E+01    6.03 um     1.03 um     9182 A   
 325.00 keV   3.048E+01  1.438E+01    6.56 um     1.09 um     9849 A   
 350.00 keV   3.144E+01  1.379E+01    7.09 um     1.15 um     1.05 um  
 375.00 keV   3.244E+01  1.325E+01    7.61 um     1.20 um     1.11 um  
 400.00 keV   3.345E+01  1.276E+01    8.13 um     1.26 um     1.18 um  
 450.00 keV   3.548E+01  1.189E+01    9.14 um     1.36 um     1.30 um  
 500.00 keV   3.750E+01  1.115E+01   10.14 um     1.46 um     1.41 um  
 550.00 keV   3.946E+01  1.051E+01   11.11 um     1.54 um     1.52 um  
 600.00 keV   4.135E+01  9.944E+00   12.06 um     1.62 um     1.63 um  
 650.00 keV   4.316E+01  9.446E+00   12.99 um     1.69 um     1.73 um  
 700.00 keV   4.489E+01  9.002E+00   13.90 um     1.76 um     1.82 um  
 800.00 keV   4.812E+01  8.243E+00   15.65 um     1.89 um     1.99 um  
 900.00 keV   5.108E+01  7.617E+00   17.34 um     2.00 um     2.15 um  
   1.00 MeV   5.381E+01  7.089E+00   18.97 um     2.10 um     2.29 um  
   1.10 MeV   5.636E+01  6.638E+00   20.54 um     2.19 um     2.42 um  
   1.20 MeV   5.879E+01  6.247E+00   22.07 um     2.27 um     2.55 um  
   1.30 MeV   6.111E+01  5.905E+00   23.55 um     2.34 um     2.66 um  
   1.40 MeV   6.336E+01  5.602E+00   24.99 um     2.41 um     2.77 um  
   1.50 MeV   6.557E+01  5.333E+00   26.39 um     2.47 um     2.87 um  
   1.60 MeV   6.774E+01  5.091E+00   27.76 um     2.52 um     2.96 um  
   1.70 MeV   6.990E+01  4.872E+00   29.09 um     2.57 um     3.05 um  
   1.80 MeV   7.205E+01  4.673E+00   30.39 um     2.62 um     3.13 um  
   2.00 MeV   7.637E+01  4.326E+00   32.89 um     2.72 um     3.28 um  
   2.25 MeV   8.184E+01  3.964E+00   35.86 um     2.83 um     3.45 um  
   2.50 MeV   8.742E+01  3.664E+00   38.65 um     2.92 um     3.60 um  
   2.75 MeV   9.313E+01  3.410E+00   41.28 um     3.00 um     3.73 um  
   3.00 MeV   9.894E+01  3.192E+00   43.78 um     3.07 um     3.84 um  
   3.25 MeV   1.048E+02  3.003E+00   46.14 um     3.13 um     3.95 um  
   3.50 MeV   1.108E+02  2.837E+00   48.37 um     3.19 um     4.04 um  
   3.75 MeV   1.168E+02  2.690E+00   50.50 um     3.23 um     4.13 um  
   4.00 MeV   1.228E+02  2.559E+00   52.53 um     3.27 um     4.20 um  
   4.50 MeV   1.348E+02  2.334E+00   56.31 um     3.36 um     4.33 um  
   5.00 MeV   1.465E+02  2.149E+00   59.79 um     3.44 um     4.45 um  
   5.50 MeV   1.577E+02  1.994E+00   63.02 um     3.50 um     4.54 um  
   6.00 MeV   1.684E+02  1.861E+00   66.03 um     3.55 um     4.62 um  
   6.50 MeV   1.784E+02  1.746E+00   68.88 um     3.60 um     4.69 um  
   7.00 MeV   1.877E+02  1.646E+00   71.57 um     3.64 um     4.76 um  
   8.00 MeV   2.042E+02  1.478E+00   76.62 um     3.74 um     4.86 um  
   9.00 MeV   2.180E+02  1.344E+00   81.31 um     3.82 um     4.95 um  
  10.00 MeV   2.293E+02  1.234E+00   85.74 um     3.89 um     5.03 um  
  11.00 MeV   2.385E+02  1.142E+00   89.99 um     3.96 um     5.10 um  
  12.00 MeV   2.460E+02  1.063E+00   94.09 um     4.01 um     5.16 um  
  13.00 MeV   2.520E+02  9.955E-01   98.08 um     4.07 um     5.21 um  
  14.00 MeV   2.570E+02  9.365E-01  101.99 um     4.12 um     5.26 um  
  15.00 MeV   2.609E+02  8.846E-01  105.83 um     4.16 um     5.30 um  
  16.00 MeV   2.642E+02  8.386E-01  109.62 um     4.21 um     5.34 um  
  17.00 MeV   2.668E+02  7.975E-01  113.37 um     4.25 um     5.38 um  
  18.00 MeV   2.689E+02  7.604E-01  117.09 um     4.29 um     5.42 um  
  20.00 MeV   2.718E+02  6.965E-01  124.46 um     4.43 um     5.49 um  
  22.50 MeV   2.737E+02  6.311E-01  133.60 um     4.64 um     5.57 um  
  25.00 MeV   2.741E+02  5.777E-01  142.70 um     4.83 um     5.64 um  
  27.50 MeV   2.735E+02  5.331E-01  151.80 um     5.01 um     5.70 um  
  30.00 MeV   2.721E+02  4.953E-01  160.95 um     5.19 um     5.77 um  
  32.50 MeV   2.702E+02  4.628E-01  170.15 um     5.36 um     5.83 um  
  35.00 MeV   2.678E+02  4.346E-01  179.42 um     5.53 um     5.88 um  
  37.50 MeV   2.651E+02  4.099E-01  188.79 um     5.70 um     5.94 um  
  40.00 MeV   2.622E+02  3.879E-01  198.25 um     5.87 um     6.00 um  
  45.00 MeV   2.560E+02  3.508E-01  217.52 um     6.49 um     6.10 um  
  50.00 MeV   2.495E+02  3.206E-01  237.28 um     7.08 um     6.21 um  
  55.00 MeV   2.431E+02  2.954E-01  257.55 um     7.66 um     6.31 um  
  60.00 MeV   2.369E+02  2.741E-01  278.36 um     8.22 um     6.41 um  
  65.00 MeV   2.308E+02  2.558E-01  299.72 um     8.77 um     6.52 um  
  70.00 MeV   2.251E+02  2.400E-01  321.63 um     9.32 um     6.62 um  
  80.00 MeV   2.174E+02  2.138E-01  366.80 um    11.32 um     6.83 um  
  90.00 MeV   2.086E+02  1.930E-01  413.72 um    13.15 um     7.05 um  
 100.00 MeV   2.012E+02  1.761E-01  462.49 um    14.87 um     7.27 um  
 110.00 MeV   1.946E+02  1.621E-01  512.98 um    16.52 um     7.50 um  
 120.00 MeV   1.885E+02  1.502E-01  565.15 um    18.11 um     7.74 um  
 130.00 MeV   1.830E+02  1.401E-01  618.95 um    19.66 um     7.98 um  
 140.00 MeV   1.778E+02  1.313E-01  674.35 um    21.19 um     8.23 um  
 150.00 MeV   1.731E+02  1.236E-01  731.31 um    22.69 um     8.49 um  
 160.00 MeV   1.686E+02  1.168E-01  789.82 um    24.17 um     8.75 um  
 170.00 MeV   1.644E+02  1.107E-01  849.86 um    25.64 um     9.03 um  
 180.00 MeV   1.604E+02  1.053E-01  911.41 um    27.10 um     9.31 um  
 200.00 MeV   1.531E+02  9.595E-02    1.04 mm    32.59 um     9.89 um  
 225.00 MeV   1.448E+02  8.648E-02    1.21 mm    40.37 um    10.66 um  
 250.00 MeV   1.373E+02  7.879E-02    1.38 mm    47.56 um    11.47 um  
 275.00 MeV   1.306E+02  7.241E-02    1.57 mm    54.43 um    12.32 um  
 300.00 MeV   1.244E+02  6.704E-02    1.77 mm    61.13 um    13.22 um  
 325.00 MeV   1.187E+02  6.244E-02    1.97 mm    67.74 um    14.16 um  
 350.00 MeV   1.135E+02  5.846E-02    2.19 mm    74.31 um    15.15 um  
 375.00 MeV   1.086E+02  5.498E-02    2.41 mm    80.89 um    16.18 um  
 400.00 MeV   1.041E+02  5.191E-02    2.65 mm    87.50 um    17.25 um  
 450.00 MeV   9.612E+01  4.674E-02    3.15 mm   112.56 um    19.53 um  
 500.00 MeV   8.921E+01  4.254E-02    3.69 mm   136.11 um    21.98 um  
 550.00 MeV   8.324E+01  3.907E-02    4.27 mm   159.02 um    24.61 um  
 600.00 MeV   7.807E+01  3.614E-02    4.89 mm   181.69 um    27.42 um  
 650.00 MeV   7.360E+01  3.364E-02    5.55 mm   204.33 um    30.39 um  
 700.00 MeV   6.971E+01  3.148E-02    6.25 mm   227.03 um    33.53 um  
 800.00 MeV   6.341E+01  2.792E-02    7.75 mm   311.33 um    40.29 um  
 900.00 MeV   5.866E+01  2.512E-02    9.39 mm   388.39 um    47.62 um  
   1.00 GeV   5.508E+01  2.284E-02   11.15 mm   461.44 um    55.43 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  8.7879E-02                keV / (ug/cm2) 
  8.7879E-02                MeV / (mg/cm2) 
  8.7879E+01                keV / (mg/cm2) 
  2.0440E+00                 eV / (1E15 atoms/cm2)
  9.1112E-03                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
