 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> June 09, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\Manganese in Nitrogen (gas).txt

 Ion = Manganese [25] , Mass = 54.94 amu

 Target Density =  1.1380E-01 g/cm3 = 4.8924E+21 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      N      7    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
5.99999 eV    8.946E-02  1.690E+00      64 A        23 A        17 A   
6.49999 eV    9.311E-02  1.779E+00      66 A        24 A        18 A   
6.99999 eV    9.663E-02  1.865E+00      68 A        25 A        18 A   
7.99999 eV    1.033E-01  2.029E+00      71 A        26 A        19 A   
8.99999 eV    1.096E-01  2.185E+00      75 A        28 A        20 A   
9.99999 eV    1.155E-01  2.333E+00      78 A        29 A        21 A   
10.9999 eV    1.211E-01  2.476E+00      81 A        30 A        22 A   
11.9999 eV    1.265E-01  2.613E+00      84 A        31 A        23 A   
12.9999 eV    1.317E-01  2.745E+00      87 A        32 A        24 A   
13.9999 eV    1.367E-01  2.872E+00      89 A        33 A        25 A   
14.9999 eV    1.415E-01  2.996E+00      92 A        34 A        26 A   
15.9999 eV    1.461E-01  3.116E+00      94 A        35 A        26 A   
16.9999 eV    1.506E-01  3.233E+00      96 A        36 A        27 A   
17.9999 eV    1.550E-01  3.347E+00      98 A        37 A        28 A   
19.9999 eV    1.633E-01  3.566E+00     103 A        39 A        29 A   
22.4999 eV    1.732E-01  3.827E+00     108 A        41 A        30 A   
24.9999 eV    1.826E-01  4.074E+00     112 A        43 A        32 A   
27.4999 eV    1.915E-01  4.311E+00     116 A        44 A        33 A   
29.9999 eV    2.000E-01  4.537E+00     121 A        46 A        34 A   
32.4999 eV    2.082E-01  4.754E+00     124 A        48 A        35 A   
34.9999 eV    2.161E-01  4.963E+00     128 A        49 A        36 A   
37.4999 eV    2.237E-01  5.166E+00     132 A        51 A        37 A   
39.9999 eV    2.310E-01  5.361E+00     135 A        52 A        38 A   
44.9999 eV    2.450E-01  5.736E+00     142 A        55 A        40 A   
49.9999 eV    2.583E-01  6.089E+00     148 A        57 A        42 A   
54.9999 eV    2.709E-01  6.426E+00     154 A        59 A        43 A   
59.9999 eV    2.829E-01  6.747E+00     159 A        62 A        45 A   
64.9999 eV    2.945E-01  7.054E+00     165 A        64 A        47 A   
69.9999 eV    3.056E-01  7.349E+00     170 A        66 A        48 A   
79.9999 eV    3.267E-01  7.907E+00     180 A        69 A        51 A   
89.9999 eV    3.465E-01  8.429E+00     189 A        73 A        53 A   
99.9999 eV    3.652E-01  8.920E+00     197 A        76 A        55 A   
    110 eV    3.831E-01  9.384E+00     205 A        79 A        58 A   
    120 eV    4.001E-01  9.825E+00     213 A        82 A        60 A   
    130 eV    4.164E-01  1.025E+01     220 A        85 A        62 A   
139.999 eV    4.321E-01  1.065E+01     227 A        88 A        63 A   
149.999 eV    4.473E-01  1.103E+01     234 A        90 A        65 A   
159.999 eV    4.620E-01  1.141E+01     241 A        93 A        67 A   
169.999 eV    4.762E-01  1.176E+01     247 A        95 A        69 A   
179.999 eV    4.900E-01  1.211E+01     254 A        97 A        70 A   
199.999 eV    5.165E-01  1.276E+01     266 A       102 A        73 A   
224.999 eV    5.478E-01  1.353E+01     280 A       107 A        77 A   
249.999 eV    5.775E-01  1.424E+01     293 A       112 A        81 A   
274.999 eV    6.057E-01  1.491E+01     306 A       116 A        84 A   
299.999 eV    6.326E-01  1.555E+01     319 A       121 A        87 A   
324.999 eV    6.584E-01  1.614E+01     331 A       125 A        90 A   
349.999 eV    6.833E-01  1.671E+01     342 A       129 A        93 A   
374.999 eV    7.073E-01  1.725E+01     353 A       133 A        96 A   
399.999 eV    7.305E-01  1.777E+01     364 A       136 A        99 A   
449.999 eV    7.748E-01  1.874E+01     385 A       143 A       104 A   
499.999 eV    8.167E-01  1.964E+01     405 A       150 A       109 A   
549.999 eV    8.565E-01  2.047E+01     424 A       156 A       113 A   
599.999 eV    8.946E-01  2.126E+01     442 A       162 A       118 A   
649.999 eV    9.311E-01  2.199E+01     460 A       168 A       122 A   
699.999 eV    9.663E-01  2.268E+01     477 A       174 A       127 A   
799.999 eV    1.033E+00  2.396E+01     510 A       184 A       135 A   
899.999 eV    1.096E+00  2.512E+01     542 A       194 A       142 A   
999.999 eV    1.155E+00  2.619E+01     572 A       203 A       149 A   
   1.10 keV   1.211E+00  2.716E+01     601 A       212 A       156 A   
   1.20 keV   1.265E+00  2.807E+01     629 A       221 A       163 A   
   1.30 keV   1.317E+00  2.892E+01     657 A       229 A       170 A   
   1.40 keV   1.367E+00  2.971E+01     683 A       237 A       176 A   
   1.50 keV   1.415E+00  3.045E+01     709 A       245 A       182 A   
   1.60 keV   1.461E+00  3.115E+01     735 A       252 A       188 A   
   1.70 keV   1.506E+00  3.181E+01     760 A       259 A       194 A   
   1.80 keV   1.550E+00  3.244E+01     784 A       267 A       199 A   
   2.00 keV   1.633E+00  3.360E+01     832 A       280 A       210 A   
   2.25 keV   1.732E+00  3.491E+01     889 A       297 A       223 A   
   2.50 keV   1.826E+00  3.609E+01     945 A       312 A       236 A   
   2.75 keV   1.915E+00  3.716E+01     999 A       327 A       248 A   
   3.00 keV   2.000E+00  3.813E+01    1051 A       342 A       260 A   
   3.25 keV   2.082E+00  3.902E+01    1103 A       356 A       272 A   
   3.50 keV   2.161E+00  3.984E+01    1153 A       369 A       283 A   
   3.75 keV   2.237E+00  4.060E+01    1202 A       382 A       294 A   
   4.00 keV   2.310E+00  4.131E+01    1251 A       395 A       304 A   
   4.50 keV   2.450E+00  4.259E+01    1346 A       420 A       325 A   
   5.00 keV   2.583E+00  4.371E+01    1438 A       445 A       345 A   
   5.50 keV   2.709E+00  4.471E+01    1528 A       468 A       364 A   
   6.00 keV   2.829E+00  4.560E+01    1617 A       491 A       383 A   
   6.50 keV   2.945E+00  4.640E+01    1704 A       513 A       401 A   
   7.00 keV   3.056E+00  4.712E+01    1789 A       535 A       419 A   
   8.00 keV   3.267E+00  4.839E+01    1957 A       577 A       454 A   
   9.00 keV   3.465E+00  4.944E+01    2121 A       617 A       488 A   
  10.00 keV   3.652E+00  5.034E+01    2282 A       657 A       521 A   
  11.00 keV   3.831E+00  5.110E+01    2440 A       695 A       553 A   
  12.00 keV   4.001E+00  5.176E+01    2596 A       733 A       584 A   
  13.00 keV   4.164E+00  5.233E+01    2750 A       770 A       614 A   
  14.00 keV   4.321E+00  5.282E+01    2902 A       806 A       644 A   
  15.00 keV   4.473E+00  5.325E+01    3054 A       842 A       674 A   
  16.00 keV   4.620E+00  5.362E+01    3204 A       877 A       703 A   
  17.00 keV   4.762E+00  5.394E+01    3353 A       912 A       732 A   
  18.00 keV   4.900E+00  5.422E+01    3501 A       946 A       760 A   
  20.00 keV   5.165E+00  5.468E+01    3795 A      1015 A       816 A   
  22.50 keV   5.478E+00  5.509E+01    4159 A      1098 A       884 A   
  25.00 keV   5.775E+00  5.536E+01    4520 A      1180 A       951 A   
  27.50 keV   6.057E+00  5.552E+01    4879 A      1261 A      1017 A   
  30.00 keV   6.326E+00  5.560E+01    5237 A      1340 A      1081 A   
  32.50 keV   6.584E+00  5.561E+01    5594 A      1419 A      1145 A   
  35.00 keV   6.833E+00  5.557E+01    5950 A      1497 A      1209 A   
  37.50 keV   7.073E+00  5.549E+01    6305 A      1574 A      1271 A   
  40.00 keV   7.305E+00  5.536E+01    6661 A      1651 A      1333 A   
  45.00 keV   7.748E+00  5.504E+01    7372 A      1803 A      1456 A   
  50.00 keV   8.167E+00  5.463E+01    8085 A      1954 A      1577 A   
  55.00 keV   8.565E+00  5.417E+01    8800 A      2103 A      1697 A   
  60.00 keV   8.946E+00  5.367E+01    9517 A      2251 A      1816 A   
  65.00 keV   9.311E+00  5.314E+01    1.02 um     2397 A      1935 A   
  70.00 keV   9.663E+00  5.260E+01    1.10 um     2543 A      2052 A   
  80.00 keV   1.033E+01  5.151E+01    1.24 um     2834 A      2287 A   
  90.00 keV   1.096E+01  5.041E+01    1.39 um     3123 A      2520 A   
 100.00 keV   1.155E+01  4.933E+01    1.54 um     3408 A      2752 A   
 110.00 keV   1.212E+01  4.828E+01    1.69 um     3691 A      2984 A   
 120.00 keV   1.329E+01  4.726E+01    1.84 um     3969 A      3216 A   
 130.00 keV   1.416E+01  4.628E+01    1.99 um     4242 A      3446 A   
 140.00 keV   1.485E+01  4.534E+01    2.14 um     4511 A      3676 A   
 150.00 keV   1.542E+01  4.444E+01    2.30 um     4776 A      3905 A   
 160.00 keV   1.591E+01  4.357E+01    2.45 um     5040 A      4134 A   
 170.00 keV   1.635E+01  4.274E+01    2.61 um     5302 A      4362 A   
 180.00 keV   1.676E+01  4.195E+01    2.77 um     5562 A      4590 A   
 200.00 keV   1.752E+01  4.045E+01    3.08 um     6084 A      5047 A   
 225.00 keV   1.845E+01  3.875E+01    3.49 um     6730 A      5619 A   
 250.00 keV   1.937E+01  3.720E+01    3.90 um     7363 A      6192 A   
 275.00 keV   2.030E+01  3.578E+01    4.31 um     7984 A      6765 A   
 300.00 keV   2.124E+01  3.449E+01    4.73 um     8592 A      7337 A   
 325.00 keV   2.219E+01  3.331E+01    5.15 um     9187 A      7907 A   
 350.00 keV   2.314E+01  3.221E+01    5.58 um     9767 A      8475 A   
 375.00 keV   2.409E+01  3.120E+01    6.00 um     1.03 um     9040 A   
 400.00 keV   2.503E+01  3.026E+01    6.43 um     1.09 um     9602 A   
 450.00 keV   2.687E+01  2.857E+01    7.28 um     1.20 um     1.07 um  
 500.00 keV   2.867E+01  2.708E+01    8.13 um     1.30 um     1.18 um  
 550.00 keV   3.039E+01  2.577E+01    8.98 um     1.40 um     1.29 um  
 600.00 keV   3.205E+01  2.460E+01    9.82 um     1.49 um     1.39 um  
 650.00 keV   3.365E+01  2.354E+01   10.66 um     1.58 um     1.49 um  
 700.00 keV   3.518E+01  2.259E+01   11.49 um     1.66 um     1.59 um  
 800.00 keV   3.807E+01  2.093E+01   13.13 um     1.83 um     1.78 um  
 900.00 keV   4.076E+01  1.953E+01   14.74 um     1.97 um     1.96 um  
   1.00 MeV   4.329E+01  1.833E+01   16.32 um     2.11 um     2.13 um  
   1.10 MeV   4.570E+01  1.729E+01   17.87 um     2.23 um     2.29 um  
   1.20 MeV   4.801E+01  1.638E+01   19.39 um     2.35 um     2.44 um  
   1.30 MeV   5.023E+01  1.557E+01   20.88 um     2.46 um     2.59 um  
   1.40 MeV   5.239E+01  1.485E+01   22.34 um     2.55 um     2.73 um  
   1.50 MeV   5.451E+01  1.420E+01   23.77 um     2.65 um     2.86 um  
   1.60 MeV   5.659E+01  1.361E+01   25.17 um     2.73 um     2.98 um  
   1.70 MeV   5.865E+01  1.308E+01   26.54 um     2.81 um     3.10 um  
   1.80 MeV   6.069E+01  1.259E+01   27.89 um     2.89 um     3.22 um  
   2.00 MeV   6.474E+01  1.172E+01   30.49 um     3.04 um     3.43 um  
   2.25 MeV   6.981E+01  1.082E+01   33.61 um     3.20 um     3.67 um  
   2.50 MeV   7.491E+01  1.006E+01   36.57 um     3.35 um     3.89 um  
   2.75 MeV   8.007E+01  9.406E+00   39.39 um     3.47 um     4.08 um  
   3.00 MeV   8.532E+01  8.844E+00   42.07 um     3.58 um     4.26 um  
   3.25 MeV   9.066E+01  8.352E+00   44.61 um     3.68 um     4.42 um  
   3.50 MeV   9.608E+01  7.919E+00   47.04 um     3.76 um     4.56 um  
   3.75 MeV   1.016E+02  7.532E+00   49.36 um     3.84 um     4.69 um  
   4.00 MeV   1.071E+02  7.186E+00   51.57 um     3.91 um     4.81 um  
   4.50 MeV   1.185E+02  6.589E+00   55.70 um     4.04 um     5.02 um  
   5.00 MeV   1.300E+02  6.094E+00   59.49 um     4.15 um     5.20 um  
   5.50 MeV   1.415E+02  5.674E+00   62.99 um     4.24 um     5.36 um  
   6.00 MeV   1.531E+02  5.314E+00   66.24 um     4.32 um     5.49 um  
   6.50 MeV   1.645E+02  5.000E+00   69.26 um     4.38 um     5.60 um  
   7.00 MeV   1.758E+02  4.726E+00   72.10 um     4.44 um     5.70 um  
   8.00 MeV   1.975E+02  4.265E+00   77.30 um     4.56 um     5.87 um  
   9.00 MeV   2.179E+02  3.893E+00   82.00 um     4.65 um     6.01 um  
  10.00 MeV   2.366E+02  3.586E+00   86.31 um     4.73 um     6.12 um  
  11.00 MeV   2.536E+02  3.327E+00   90.32 um     4.79 um     6.22 um  
  12.00 MeV   2.689E+02  3.107E+00   94.09 um     4.85 um     6.30 um  
  13.00 MeV   2.826E+02  2.916E+00   97.66 um     4.90 um     6.37 um  
  14.00 MeV   2.947E+02  2.749E+00  101.08 um     4.94 um     6.43 um  
  15.00 MeV   3.055E+02  2.601E+00  104.37 um     4.98 um     6.49 um  
  16.00 MeV   3.151E+02  2.470E+00  107.56 um     5.01 um     6.54 um  
  17.00 MeV   3.236E+02  2.353E+00  110.66 um     5.04 um     6.59 um  
  18.00 MeV   3.311E+02  2.247E+00  113.69 um     5.07 um     6.63 um  
  20.00 MeV   3.439E+02  2.063E+00  119.57 um     5.16 um     6.71 um  
  22.50 MeV   3.566E+02  1.875E+00  126.65 um     5.28 um     6.80 um  
  25.00 MeV   3.665E+02  1.720E+00  133.52 um     5.39 um     6.87 um  
  27.50 MeV   3.744E+02  1.591E+00  140.23 um     5.49 um     6.94 um  
  30.00 MeV   3.809E+02  1.481E+00  146.82 um     5.58 um     7.00 um  
  32.50 MeV   3.862E+02  1.386E+00  153.30 um     5.67 um     7.05 um  
  35.00 MeV   3.905E+02  1.304E+00  159.71 um     5.76 um     7.10 um  
  37.50 MeV   3.940E+02  1.231E+00  166.06 um     5.84 um     7.15 um  
  40.00 MeV   3.969E+02  1.167E+00  172.36 um     5.91 um     7.20 um  
  45.00 MeV   4.008E+02  1.058E+00  184.85 um     6.19 um     7.28 um  
  50.00 MeV   4.030E+02  9.682E-01  197.25 um     6.45 um     7.36 um  
  55.00 MeV   4.037E+02  8.937E-01  209.62 um     6.70 um     7.43 um  
  60.00 MeV   4.034E+02  8.305E-01  221.97 um     6.94 um     7.49 um  
  65.00 MeV   4.022E+02  7.762E-01  234.36 um     7.17 um     7.56 um  
  70.00 MeV   4.003E+02  7.290E-01  246.79 um     7.39 um     7.62 um  
  80.00 MeV   3.953E+02  6.509E-01  271.88 um     8.22 um     7.73 um  
  90.00 MeV   3.890E+02  5.887E-01  297.34 um     8.99 um     7.85 um  
 100.00 MeV   3.822E+02  5.380E-01  323.23 um     9.72 um     7.95 um  
 110.00 MeV   3.751E+02  4.959E-01  349.61 um    10.43 um     8.06 um  
 120.00 MeV   3.720E+02  4.602E-01  376.34 um    11.11 um     8.16 um  
 130.00 MeV   3.661E+02  4.295E-01  403.40 um    11.76 um     8.26 um  
 140.00 MeV   3.603E+02  4.030E-01  430.90 um    12.40 um     8.36 um  
 150.00 MeV   3.551E+02  3.797E-01  458.82 um    13.03 um     8.47 um  
 160.00 MeV   3.501E+02  3.591E-01  487.15 um    13.64 um     8.57 um  
 170.00 MeV   3.451E+02  3.407E-01  515.89 um    14.25 um     8.67 um  
 180.00 MeV   3.403E+02  3.243E-01  545.04 um    14.84 um     8.77 um  
 200.00 MeV   3.311E+02  2.959E-01  604.58 um    17.08 um     8.98 um  
 225.00 MeV   3.201E+02  2.671E-01  681.32 um    20.26 um     9.24 um  
 250.00 MeV   3.098E+02  2.436E-01  760.65 um    23.18 um     9.51 um  
 275.00 MeV   3.000E+02  2.242E-01  842.60 um    25.94 um     9.78 um  
 300.00 MeV   2.908E+02  2.077E-01  927.19 um    28.58 um    10.07 um  
 325.00 MeV   2.820E+02  1.937E-01    1.01 mm    31.15 um    10.36 um  
 350.00 MeV   2.736E+02  1.815E-01    1.10 mm    33.66 um    10.66 um  
 375.00 MeV   2.656E+02  1.708E-01    1.20 mm    36.14 um    10.97 um  
 400.00 MeV   2.580E+02  1.614E-01    1.29 mm    38.60 um    11.30 um  
 450.00 MeV   2.437E+02  1.455E-01    1.49 mm    47.83 um    11.97 um  
 500.00 MeV   2.307E+02  1.325E-01    1.70 mm    56.40 um    12.69 um  
 550.00 MeV   2.188E+02  1.218E-01    1.93 mm    64.61 um    13.45 um  
 600.00 MeV   2.079E+02  1.128E-01    2.16 mm    72.65 um    14.26 um  
 650.00 MeV   1.980E+02  1.051E-01    2.41 mm    80.61 um    15.12 um  
 700.00 MeV   1.889E+02  9.839E-02    2.66 mm    88.54 um    16.02 um  
 800.00 MeV   1.731E+02  8.738E-02    3.22 mm   118.20 um    17.97 um  
 900.00 MeV   1.598E+02  7.868E-02    3.82 mm   145.67 um    20.10 um  
   1.00 GeV   1.488E+02  7.162E-02    4.47 mm   172.19 um    22.41 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  8.7879E-02                keV / (ug/cm2) 
  8.7879E-02                MeV / (mg/cm2) 
  8.7879E+01                keV / (mg/cm2) 
  2.0440E+00                 eV / (1E15 atoms/cm2)
  6.0528E-03                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
