 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> June 09, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\Sulfur in Nitrogen (gas).txt

 Ion = Sulfur [16] , Mass = 31.972 amu

 Target Density =  1.1380E-01 g/cm3 = 4.8924E+21 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      N      7    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
5.49999 eV    1.436E-01  1.673E+00      48 A        23 A        17 A   
5.99999 eV    1.500E-01  1.764E+00      50 A        23 A        17 A   
6.49999 eV    1.561E-01  1.853E+00      52 A        24 A        18 A   
6.99999 eV    1.620E-01  1.938E+00      54 A        25 A        19 A   
7.99999 eV    1.732E-01  2.100E+00      57 A        27 A        20 A   
8.99999 eV    1.837E-01  2.254E+00      59 A        28 A        21 A   
9.99999 eV    1.936E-01  2.400E+00      62 A        30 A        22 A   
10.9999 eV    2.031E-01  2.539E+00      65 A        31 A        23 A   
11.9999 eV    2.121E-01  2.672E+00      67 A        32 A        24 A   
12.9999 eV    2.208E-01  2.800E+00      69 A        33 A        25 A   
13.9999 eV    2.291E-01  2.924E+00      71 A        34 A        25 A   
14.9999 eV    2.371E-01  3.043E+00      73 A        35 A        26 A   
15.9999 eV    2.449E-01  3.158E+00      75 A        36 A        27 A   
16.9999 eV    2.525E-01  3.270E+00      77 A        37 A        28 A   
17.9999 eV    2.598E-01  3.379E+00      79 A        38 A        28 A   
19.9999 eV    2.738E-01  3.587E+00      83 A        40 A        29 A   
22.4999 eV    2.904E-01  3.833E+00      87 A        42 A        31 A   
24.9999 eV    3.061E-01  4.066E+00      91 A        44 A        32 A   
27.4999 eV    3.211E-01  4.287E+00      94 A        46 A        34 A   
29.9999 eV    3.354E-01  4.497E+00      98 A        48 A        35 A   
32.4999 eV    3.491E-01  4.698E+00     101 A        50 A        36 A   
34.9999 eV    3.622E-01  4.891E+00     105 A        51 A        37 A   
37.4999 eV    3.749E-01  5.077E+00     108 A        53 A        38 A   
39.9999 eV    3.872E-01  5.256E+00     111 A        54 A        39 A   
44.9999 eV    4.107E-01  5.596E+00     116 A        57 A        41 A   
49.9999 eV    4.330E-01  5.915E+00     122 A        60 A        43 A   
54.9999 eV    4.541E-01  6.217E+00     127 A        62 A        45 A   
59.9999 eV    4.743E-01  6.502E+00     132 A        65 A        47 A   
64.9999 eV    4.936E-01  6.775E+00     137 A        67 A        48 A   
69.9999 eV    5.123E-01  7.035E+00     141 A        69 A        50 A   
79.9999 eV    5.476E-01  7.523E+00     150 A        73 A        53 A   
89.9999 eV    5.809E-01  7.975E+00     158 A        77 A        56 A   
99.9999 eV    6.123E-01  8.396E+00     166 A        81 A        58 A   
    110 eV    6.422E-01  8.791E+00     174 A        84 A        61 A   
    120 eV    6.707E-01  9.164E+00     181 A        87 A        63 A   
    130 eV    6.981E-01  9.517E+00     188 A        90 A        65 A   
139.999 eV    7.245E-01  9.852E+00     195 A        93 A        67 A   
149.999 eV    7.499E-01  1.017E+01     201 A        96 A        69 A   
159.999 eV    7.745E-01  1.048E+01     207 A        99 A        71 A   
169.999 eV    7.983E-01  1.077E+01     213 A       102 A        73 A   
179.999 eV    8.215E-01  1.105E+01     219 A       104 A        75 A   
199.999 eV    8.659E-01  1.158E+01     231 A       109 A        79 A   
224.999 eV    9.184E-01  1.219E+01     245 A       115 A        83 A   
249.999 eV    9.681E-01  1.275E+01     258 A       121 A        87 A   
274.999 eV    1.015E+00  1.328E+01     271 A       126 A        91 A   
299.999 eV    1.061E+00  1.376E+01     283 A       131 A        95 A   
324.999 eV    1.104E+00  1.422E+01     295 A       136 A        99 A   
349.999 eV    1.145E+00  1.465E+01     307 A       141 A       102 A   
374.999 eV    1.186E+00  1.506E+01     318 A       145 A       106 A   
399.999 eV    1.225E+00  1.545E+01     329 A       149 A       109 A   
449.999 eV    1.299E+00  1.616E+01     350 A       158 A       115 A   
499.999 eV    1.369E+00  1.681E+01     371 A       166 A       121 A   
549.999 eV    1.436E+00  1.741E+01     390 A       174 A       127 A   
599.999 eV    1.500E+00  1.797E+01     410 A       181 A       133 A   
649.999 eV    1.561E+00  1.848E+01     428 A       188 A       138 A   
699.999 eV    1.620E+00  1.896E+01     447 A       195 A       144 A   
799.999 eV    1.732E+00  1.983E+01     482 A       208 A       154 A   
899.999 eV    1.837E+00  2.060E+01     516 A       220 A       163 A   
999.999 eV    1.936E+00  2.130E+01     549 A       232 A       173 A   
   1.10 keV   2.031E+00  2.193E+01     581 A       244 A       182 A   
   1.20 keV   2.121E+00  2.251E+01     612 A       255 A       190 A   
   1.30 keV   2.208E+00  2.303E+01     642 A       266 A       199 A   
   1.40 keV   2.291E+00  2.352E+01     672 A       276 A       207 A   
   1.50 keV   2.371E+00  2.397E+01     701 A       286 A       215 A   
   1.60 keV   2.449E+00  2.439E+01     730 A       296 A       223 A   
   1.70 keV   2.525E+00  2.478E+01     758 A       306 A       230 A   
   1.80 keV   2.598E+00  2.514E+01     786 A       316 A       238 A   
   2.00 keV   2.738E+00  2.581E+01     841 A       334 A       252 A   
   2.25 keV   2.904E+00  2.654E+01     908 A       357 A       270 A   
   2.50 keV   3.061E+00  2.717E+01     973 A       378 A       287 A   
   2.75 keV   3.211E+00  2.773E+01    1037 A       400 A       303 A   
   3.00 keV   3.354E+00  2.822E+01    1100 A       420 A       319 A   
   3.25 keV   3.491E+00  2.867E+01    1162 A       440 A       335 A   
   3.50 keV   3.622E+00  2.906E+01    1222 A       460 A       351 A   
   3.75 keV   3.749E+00  2.942E+01    1283 A       479 A       366 A   
   4.00 keV   3.872E+00  2.974E+01    1342 A       498 A       380 A   
   4.50 keV   4.107E+00  3.030E+01    1459 A       535 A       409 A   
   5.00 keV   4.330E+00  3.076E+01    1574 A       571 A       437 A   
   5.50 keV   4.541E+00  3.115E+01    1688 A       606 A       465 A   
   6.00 keV   4.743E+00  3.147E+01    1800 A       641 A       491 A   
   6.50 keV   4.936E+00  3.174E+01    1911 A       674 A       517 A   
   7.00 keV   5.123E+00  3.197E+01    2021 A       708 A       543 A   
   8.00 keV   5.476E+00  3.233E+01    2239 A       773 A       593 A   
   9.00 keV   5.809E+00  3.257E+01    2454 A       837 A       642 A   
  10.00 keV   6.123E+00  3.274E+01    2667 A       899 A       690 A   
  11.00 keV   6.422E+00  3.284E+01    2878 A       961 A       737 A   
  12.00 keV   6.707E+00  3.289E+01    3089 A      1021 A       783 A   
  13.00 keV   6.981E+00  3.290E+01    3298 A      1080 A       828 A   
  14.00 keV   7.245E+00  3.288E+01    3507 A      1139 A       872 A   
  15.00 keV   7.499E+00  3.283E+01    3715 A      1197 A       916 A   
  16.00 keV   7.745E+00  3.276E+01    3923 A      1255 A       960 A   
  17.00 keV   7.983E+00  3.267E+01    4130 A      1312 A      1003 A   
  18.00 keV   8.215E+00  3.257E+01    4337 A      1368 A      1045 A   
  20.00 keV   8.659E+00  3.233E+01    4751 A      1480 A      1129 A   
  22.50 keV   9.184E+00  3.199E+01    5269 A      1618 A      1233 A   
  25.00 keV   9.681E+00  3.162E+01    5787 A      1753 A      1335 A   
  27.50 keV   1.015E+01  3.123E+01    6306 A      1886 A      1436 A   
  30.00 keV   1.061E+01  3.083E+01    6826 A      2018 A      1535 A   
  32.50 keV   1.104E+01  3.042E+01    7347 A      2147 A      1634 A   
  35.00 keV   1.145E+01  3.002E+01    7870 A      2276 A      1732 A   
  37.50 keV   1.186E+01  2.962E+01    8394 A      2402 A      1829 A   
  40.00 keV   1.225E+01  2.922E+01    8920 A      2527 A      1926 A   
  45.00 keV   1.299E+01  2.845E+01    9976 A      2775 A      2117 A   
  50.00 keV   1.369E+01  2.772E+01    1.10 um     3017 A      2307 A   
  55.00 keV   1.436E+01  2.701E+01    1.21 um     3254 A      2496 A   
  60.00 keV   1.500E+01  2.635E+01    1.32 um     3487 A      2682 A   
  65.00 keV   1.558E+01  2.571E+01    1.43 um     3715 A      2868 A   
  70.00 keV   1.598E+01  2.511E+01    1.53 um     3940 A      3053 A   
  80.00 keV   1.670E+01  2.399E+01    1.75 um     4386 A      3420 A   
  90.00 keV   1.736E+01  2.298E+01    1.97 um     4822 A      3785 A   
 100.00 keV   1.798E+01  2.207E+01    2.20 um     5248 A      4148 A   
 110.00 keV   1.859E+01  2.123E+01    2.43 um     5665 A      4509 A   
 120.00 keV   1.920E+01  2.047E+01    2.66 um     6073 A      4870 A   
 130.00 keV   1.980E+01  1.977E+01    2.89 um     6471 A      5229 A   
 140.00 keV   2.040E+01  1.912E+01    3.12 um     6859 A      5586 A   
 150.00 keV   2.100E+01  1.852E+01    3.35 um     7237 A      5941 A   
 160.00 keV   2.160E+01  1.796E+01    3.58 um     7606 A      6293 A   
 170.00 keV   2.218E+01  1.745E+01    3.82 um     7966 A      6643 A   
 180.00 keV   2.277E+01  1.696E+01    4.05 um     8316 A      6990 A   
 200.00 keV   2.392E+01  1.608E+01    4.51 um     9000 A      7674 A   
 225.00 keV   2.533E+01  1.512E+01    5.09 um     9809 A      8510 A   
 250.00 keV   2.670E+01  1.429E+01    5.67 um     1.06 um     9321 A   
 275.00 keV   2.802E+01  1.356E+01    6.23 um     1.13 um     1.01 um  
 300.00 keV   2.929E+01  1.290E+01    6.79 um     1.19 um     1.09 um  
 325.00 keV   3.052E+01  1.232E+01    7.35 um     1.26 um     1.16 um  
 350.00 keV   3.171E+01  1.180E+01    7.90 um     1.32 um     1.23 um  
 375.00 keV   3.285E+01  1.132E+01    8.44 um     1.37 um     1.30 um  
 400.00 keV   3.396E+01  1.089E+01    8.97 um     1.43 um     1.37 um  
 450.00 keV   3.604E+01  1.013E+01   10.01 um     1.53 um     1.49 um  
 500.00 keV   3.798E+01  9.486E+00   11.04 um     1.62 um     1.61 um  
 550.00 keV   3.978E+01  8.927E+00   12.03 um     1.70 um     1.72 um  
 600.00 keV   4.147E+01  8.439E+00   13.01 um     1.78 um     1.83 um  
 650.00 keV   4.306E+01  8.008E+00   13.96 um     1.85 um     1.93 um  
 700.00 keV   4.456E+01  7.625E+00   14.89 um     1.91 um     2.02 um  
 800.00 keV   4.735E+01  6.971E+00   16.71 um     2.04 um     2.19 um  
 900.00 keV   4.993E+01  6.432E+00   18.47 um     2.15 um     2.35 um  
   1.00 MeV   5.235E+01  5.979E+00   20.16 um     2.25 um     2.50 um  
   1.10 MeV   5.468E+01  5.593E+00   21.81 um     2.34 um     2.63 um  
   1.20 MeV   5.694E+01  5.259E+00   23.40 um     2.42 um     2.75 um  
   1.30 MeV   5.916E+01  4.967E+00   24.95 um     2.49 um     2.87 um  
   1.40 MeV   6.137E+01  4.709E+00   26.46 um     2.55 um     2.98 um  
   1.50 MeV   6.358E+01  4.479E+00   27.92 um     2.61 um     3.08 um  
   1.60 MeV   6.580E+01  4.274E+00   29.35 um     2.67 um     3.17 um  
   1.70 MeV   6.804E+01  4.088E+00   30.73 um     2.72 um     3.26 um  
   1.80 MeV   7.030E+01  3.919E+00   32.08 um     2.77 um     3.34 um  
   2.00 MeV   7.491E+01  3.624E+00   34.66 um     2.86 um     3.49 um  
   2.25 MeV   8.085E+01  3.318E+00   37.69 um     2.97 um     3.66 um  
   2.50 MeV   8.697E+01  3.065E+00   40.53 um     3.06 um     3.80 um  
   2.75 MeV   9.325E+01  2.850E+00   43.18 um     3.13 um     3.93 um  
   3.00 MeV   9.965E+01  2.666E+00   45.68 um     3.20 um     4.04 um  
   3.25 MeV   1.061E+02  2.507E+00   48.03 um     3.25 um     4.14 um  
   3.50 MeV   1.127E+02  2.367E+00   50.25 um     3.30 um     4.22 um  
   3.75 MeV   1.192E+02  2.244E+00   52.35 um     3.34 um     4.30 um  
   4.00 MeV   1.257E+02  2.133E+00   54.34 um     3.38 um     4.37 um  
   4.50 MeV   1.385E+02  1.945E+00   58.04 um     3.46 um     4.50 um  
   5.00 MeV   1.507E+02  1.790E+00   61.44 um     3.53 um     4.60 um  
   5.50 MeV   1.623E+02  1.659E+00   64.58 um     3.59 um     4.68 um  
   6.00 MeV   1.731E+02  1.548E+00   67.52 um     3.63 um     4.76 um  
   6.50 MeV   1.831E+02  1.452E+00   70.30 um     3.67 um     4.82 um  
   7.00 MeV   1.922E+02  1.368E+00   72.93 um     3.71 um     4.88 um  
   8.00 MeV   2.079E+02  1.228E+00   77.88 um     3.80 um     4.98 um  
   9.00 MeV   2.205E+02  1.116E+00   82.51 um     3.88 um     5.06 um  
  10.00 MeV   2.305E+02  1.024E+00   86.92 um     3.95 um     5.13 um  
  11.00 MeV   2.385E+02  9.468E-01   91.15 um     4.01 um     5.19 um  
  12.00 MeV   2.448E+02  8.814E-01   95.27 um     4.06 um     5.24 um  
  13.00 MeV   2.497E+02  8.250E-01   99.29 um     4.12 um     5.29 um  
  14.00 MeV   2.536E+02  7.759E-01  103.25 um     4.17 um     5.34 um  
  15.00 MeV   2.567E+02  7.328E-01  107.15 um     4.21 um     5.38 um  
  16.00 MeV   2.590E+02  6.945E-01  111.01 um     4.26 um     5.42 um  
  17.00 MeV   2.608E+02  6.602E-01  114.85 um     4.30 um     5.46 um  
  18.00 MeV   2.621E+02  6.294E-01  118.66 um     4.34 um     5.49 um  
  20.00 MeV   2.637E+02  5.763E-01  126.24 um     4.49 um     5.56 um  
  22.50 MeV   2.640E+02  5.220E-01  135.69 um     4.70 um     5.63 um  
  25.00 MeV   2.630E+02  4.776E-01  145.15 um     4.90 um     5.70 um  
  27.50 MeV   2.611E+02  4.406E-01  154.67 um     5.10 um     5.76 um  
  30.00 MeV   2.586E+02  4.093E-01  164.27 um     5.29 um     5.82 um  
  32.50 MeV   2.557E+02  3.824E-01  173.97 um     5.48 um     5.88 um  
  35.00 MeV   2.524E+02  3.590E-01  183.80 um     5.66 um     5.94 um  
  37.50 MeV   2.489E+02  3.384E-01  193.76 um     5.85 um     6.00 um  
  40.00 MeV   2.453E+02  3.203E-01  203.86 um     6.03 um     6.05 um  
  45.00 MeV   2.380E+02  2.895E-01  224.52 um     6.72 um     6.16 um  
  50.00 MeV   2.307E+02  2.645E-01  245.83 um     7.38 um     6.27 um  
  55.00 MeV   2.237E+02  2.436E-01  267.82 um     8.03 um     6.37 um  
  60.00 MeV   2.169E+02  2.260E-01  290.49 um     8.66 um     6.48 um  
  65.00 MeV   2.111E+02  2.109E-01  313.83 um     9.28 um     6.59 um  
  70.00 MeV   2.069E+02  1.978E-01  337.73 um     9.90 um     6.70 um  
  80.00 MeV   1.969E+02  1.762E-01  387.25 um    12.15 um     6.93 um  
  90.00 MeV   1.885E+02  1.590E-01  439.11 um    14.22 um     7.17 um  
 100.00 MeV   1.811E+02  1.451E-01  493.19 um    16.17 um     7.41 um  
 110.00 MeV   1.744E+02  1.335E-01  549.41 um    18.04 um     7.67 um  
 120.00 MeV   1.684E+02  1.237E-01  607.72 um    19.86 um     7.94 um  
 130.00 MeV   1.629E+02  1.153E-01  668.06 um    21.64 um     8.21 um  
 140.00 MeV   1.578E+02  1.080E-01  730.40 um    23.39 um     8.50 um  
 150.00 MeV   1.531E+02  1.017E-01  794.70 um    25.11 um     8.79 um  
 160.00 MeV   1.487E+02  9.608E-02  860.95 um    26.83 um     9.10 um  
 170.00 MeV   1.446E+02  9.108E-02  929.11 um    28.53 um     9.42 um  
 180.00 MeV   1.407E+02  8.661E-02  999.18 um    30.22 um     9.75 um  
 200.00 MeV   1.336E+02  7.892E-02    1.15 mm    36.63 um    10.43 um  
 225.00 MeV   1.257E+02  7.111E-02    1.34 mm    45.72 um    11.34 um  
 250.00 MeV   1.186E+02  6.478E-02    1.54 mm    54.17 um    12.31 um  
 275.00 MeV   1.122E+02  5.953E-02    1.76 mm    62.29 um    13.33 um  
 300.00 MeV   1.064E+02  5.510E-02    1.99 mm    70.24 um    14.42 um  
 325.00 MeV   1.011E+02  5.131E-02    2.23 mm    78.11 um    15.56 um  
 350.00 MeV   9.634E+01  4.804E-02    2.48 mm    85.98 um    16.77 um  
 375.00 MeV   9.194E+01  4.517E-02    2.75 mm    93.88 um    18.03 um  
 400.00 MeV   8.790E+01  4.265E-02    3.03 mm   101.83 um    19.34 um  
 450.00 MeV   8.078E+01  3.839E-02    3.62 mm   132.06 um    22.15 um  
 500.00 MeV   7.474E+01  3.494E-02    4.26 mm   160.49 um    25.20 um  
 550.00 MeV   6.961E+01  3.208E-02    4.96 mm   188.18 um    28.47 um  
 600.00 MeV   6.523E+01  2.967E-02    5.70 mm   215.57 um    31.96 um  
 650.00 MeV   6.150E+01  2.762E-02    6.49 mm   242.88 um    35.67 um  
 700.00 MeV   5.831E+01  2.584E-02    7.32 mm   270.19 um    39.58 um  
 800.00 MeV   5.326E+01  2.291E-02    9.12 mm   370.95 um    47.96 um  
 900.00 MeV   4.959E+01  2.061E-02   11.06 mm   462.13 um    57.00 um  
   1.00 GeV   4.648E+01  1.874E-02   13.15 mm   548.29 um    66.59 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  8.7879E-02                keV / (ug/cm2) 
  8.7879E-02                MeV / (mg/cm2) 
  8.7879E+01                keV / (mg/cm2) 
  2.0440E+00                 eV / (1E15 atoms/cm2)
  9.8127E-03                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
