 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> June 09, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\Argon in Nitrogen (gas).txt

 Ion = Argon [18] , Mass = 39.962 amu

 Target Density =  1.1380E-01 g/cm3 = 4.8924E+21 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      N      7    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
5.99999 eV    1.558E-01  1.739E+00      55 A        23 A        17 A   
6.49999 eV    1.621E-01  1.827E+00      56 A        24 A        17 A   
6.99999 eV    1.682E-01  1.913E+00      58 A        24 A        18 A   
7.99999 eV    1.798E-01  2.076E+00      61 A        26 A        19 A   
8.99999 eV    1.908E-01  2.230E+00      65 A        27 A        20 A   
9.99999 eV    2.011E-01  2.377E+00      67 A        29 A        21 A   
10.9999 eV    2.109E-01  2.517E+00      70 A        30 A        22 A   
11.9999 eV    2.203E-01  2.652E+00      73 A        31 A        23 A   
12.9999 eV    2.293E-01  2.781E+00      75 A        32 A        24 A   
13.9999 eV    2.379E-01  2.906E+00      77 A        33 A        25 A   
14.9999 eV    2.463E-01  3.027E+00      79 A        34 A        25 A   
15.9999 eV    2.543E-01  3.144E+00      82 A        35 A        26 A   
16.9999 eV    2.622E-01  3.258E+00      84 A        36 A        27 A   
17.9999 eV    2.698E-01  3.368E+00      86 A        37 A        27 A   
19.9999 eV    2.844E-01  3.580E+00      89 A        39 A        29 A   
22.4999 eV    3.016E-01  3.831E+00      94 A        41 A        30 A   
24.9999 eV    3.179E-01  4.069E+00      98 A        43 A        31 A   
27.4999 eV    3.334E-01  4.295E+00     102 A        44 A        33 A   
29.9999 eV    3.483E-01  4.511E+00     106 A        46 A        34 A   
32.4999 eV    3.625E-01  4.718E+00     109 A        48 A        35 A   
34.9999 eV    3.762E-01  4.916E+00     113 A        49 A        36 A   
37.4999 eV    3.894E-01  5.108E+00     116 A        51 A        37 A   
39.9999 eV    4.022E-01  5.292E+00     119 A        52 A        38 A   
44.9999 eV    4.265E-01  5.644E+00     125 A        55 A        40 A   
49.9999 eV    4.496E-01  5.975E+00     131 A        58 A        42 A   
54.9999 eV    4.716E-01  6.288E+00     136 A        60 A        44 A   
59.9999 eV    4.925E-01  6.586E+00     142 A        62 A        45 A   
64.9999 eV    5.126E-01  6.870E+00     147 A        64 A        47 A   
69.9999 eV    5.320E-01  7.142E+00     151 A        66 A        48 A   
79.9999 eV    5.687E-01  7.654E+00     161 A        70 A        51 A   
89.9999 eV    6.032E-01  8.129E+00     169 A        74 A        54 A   
99.9999 eV    6.359E-01  8.574E+00     177 A        77 A        56 A   
    110 eV    6.669E-01  8.992E+00     185 A        81 A        58 A   
    120 eV    6.965E-01  9.388E+00     192 A        84 A        61 A   
    130 eV    7.250E-01  9.763E+00     199 A        87 A        63 A   
139.999 eV    7.524E-01  1.012E+01     206 A        90 A        65 A   
149.999 eV    7.788E-01  1.046E+01     213 A        92 A        67 A   
159.999 eV    8.043E-01  1.079E+01     219 A        95 A        69 A   
169.999 eV    8.291E-01  1.110E+01     226 A        97 A        70 A   
179.999 eV    8.531E-01  1.140E+01     232 A       100 A        72 A   
199.999 eV    8.992E-01  1.198E+01     244 A       104 A        76 A   
224.999 eV    9.538E-01  1.264E+01     258 A       110 A        80 A   
249.999 eV    1.005E+00  1.325E+01     271 A       115 A        83 A   
274.999 eV    1.054E+00  1.382E+01     284 A       120 A        87 A   
299.999 eV    1.101E+00  1.436E+01     296 A       125 A        91 A   
324.999 eV    1.146E+00  1.486E+01     308 A       129 A        94 A   
349.999 eV    1.190E+00  1.533E+01     320 A       134 A        97 A   
374.999 eV    1.231E+00  1.578E+01     331 A       138 A       100 A   
399.999 eV    1.272E+00  1.621E+01     342 A       142 A       103 A   
449.999 eV    1.349E+00  1.701E+01     363 A       150 A       109 A   
499.999 eV    1.422E+00  1.774E+01     383 A       157 A       115 A   
549.999 eV    1.491E+00  1.841E+01     403 A       164 A       120 A   
599.999 eV    1.558E+00  1.904E+01     422 A       171 A       125 A   
649.999 eV    1.621E+00  1.962E+01     440 A       177 A       130 A   
699.999 eV    1.682E+00  2.016E+01     458 A       183 A       135 A   
799.999 eV    1.798E+00  2.116E+01     493 A       195 A       144 A   
899.999 eV    1.908E+00  2.206E+01     526 A       206 A       153 A   
999.999 eV    2.011E+00  2.287E+01     558 A       217 A       161 A   
   1.10 keV   2.109E+00  2.360E+01     589 A       227 A       169 A   
   1.20 keV   2.203E+00  2.428E+01     619 A       237 A       177 A   
   1.30 keV   2.293E+00  2.490E+01     648 A       247 A       185 A   
   1.40 keV   2.379E+00  2.548E+01     677 A       256 A       192 A   
   1.50 keV   2.463E+00  2.602E+01     705 A       265 A       199 A   
   1.60 keV   2.543E+00  2.652E+01     732 A       274 A       206 A   
   1.70 keV   2.622E+00  2.699E+01     759 A       282 A       213 A   
   1.80 keV   2.698E+00  2.744E+01     786 A       290 A       220 A   
   2.00 keV   2.844E+00  2.825E+01     838 A       307 A       232 A   
   2.25 keV   3.016E+00  2.915E+01     902 A       326 A       248 A   
   2.50 keV   3.179E+00  2.994E+01     963 A       345 A       263 A   
   2.75 keV   3.334E+00  3.065E+01    1023 A       363 A       278 A   
   3.00 keV   3.483E+00  3.128E+01    1082 A       381 A       292 A   
   3.25 keV   3.625E+00  3.185E+01    1140 A       398 A       306 A   
   3.50 keV   3.762E+00  3.237E+01    1197 A       415 A       319 A   
   3.75 keV   3.894E+00  3.284E+01    1253 A       431 A       332 A   
   4.00 keV   4.022E+00  3.328E+01    1308 A       447 A       345 A   
   4.50 keV   4.265E+00  3.404E+01    1416 A       478 A       370 A   
   5.00 keV   4.496E+00  3.469E+01    1523 A       509 A       395 A   
   5.50 keV   4.716E+00  3.525E+01    1627 A       538 A       418 A   
   6.00 keV   4.925E+00  3.573E+01    1730 A       567 A       442 A   
   6.50 keV   5.126E+00  3.615E+01    1831 A       595 A       464 A   
   7.00 keV   5.320E+00  3.652E+01    1931 A       623 A       486 A   
   8.00 keV   5.687E+00  3.712E+01    2129 A       677 A       529 A   
   9.00 keV   6.032E+00  3.759E+01    2323 A       729 A       571 A   
  10.00 keV   6.359E+00  3.795E+01    2515 A       781 A       612 A   
  11.00 keV   6.669E+00  3.822E+01    2704 A       831 A       652 A   
  12.00 keV   6.965E+00  3.843E+01    2892 A       880 A       691 A   
  13.00 keV   7.250E+00  3.859E+01    3078 A       928 A       729 A   
  14.00 keV   7.524E+00  3.870E+01    3264 A       976 A       767 A   
  15.00 keV   7.788E+00  3.877E+01    3448 A      1023 A       804 A   
  16.00 keV   8.043E+00  3.881E+01    3631 A      1070 A       841 A   
  17.00 keV   8.291E+00  3.883E+01    3814 A      1116 A       877 A   
  18.00 keV   8.531E+00  3.882E+01    3996 A      1161 A       913 A   
  20.00 keV   8.992E+00  3.875E+01    4359 A      1252 A       983 A   
  22.50 keV   9.538E+00  3.858E+01    4810 A      1362 A      1070 A   
  25.00 keV   1.005E+01  3.835E+01    5261 A      1471 A      1155 A   
  27.50 keV   1.054E+01  3.808E+01    5710 A      1578 A      1238 A   
  30.00 keV   1.101E+01  3.778E+01    6159 A      1683 A      1321 A   
  32.50 keV   1.146E+01  3.745E+01    6608 A      1787 A      1402 A   
  35.00 keV   1.190E+01  3.712E+01    7057 A      1890 A      1483 A   
  37.50 keV   1.231E+01  3.677E+01    7507 A      1991 A      1562 A   
  40.00 keV   1.272E+01  3.642E+01    7957 A      2091 A      1641 A   
  45.00 keV   1.349E+01  3.570E+01    8859 A      2290 A      1798 A   
  50.00 keV   1.422E+01  3.500E+01    9764 A      2485 A      1953 A   
  55.00 keV   1.491E+01  3.430E+01    1.07 um     2676 A      2106 A   
  60.00 keV   1.558E+01  3.363E+01    1.16 um     2864 A      2257 A   
  65.00 keV   1.621E+01  3.297E+01    1.25 um     3048 A      2407 A   
  70.00 keV   1.682E+01  3.234E+01    1.34 um     3230 A      2556 A   
  80.00 keV   1.799E+01  3.114E+01    1.53 um     3588 A      2852 A   
  90.00 keV   1.919E+01  3.003E+01    1.71 um     3934 A      3144 A   
 100.00 keV   2.019E+01  2.901E+01    1.90 um     4269 A      3432 A   
 110.00 keV   2.106E+01  2.806E+01    2.08 um     4595 A      3717 A   
 120.00 keV   2.184E+01  2.718E+01    2.27 um     4912 A      3999 A   
 130.00 keV   2.256E+01  2.636E+01    2.46 um     5223 A      4279 A   
 140.00 keV   2.323E+01  2.559E+01    2.65 um     5527 A      4556 A   
 150.00 keV   2.387E+01  2.488E+01    2.83 um     5824 A      4831 A   
 160.00 keV   2.448E+01  2.421E+01    3.02 um     6116 A      5104 A   
 170.00 keV   2.507E+01  2.358E+01    3.22 um     6401 A      5375 A   
 180.00 keV   2.563E+01  2.299E+01    3.41 um     6681 A      5644 A   
 200.00 keV   2.673E+01  2.191E+01    3.79 um     7232 A      6176 A   
 225.00 keV   2.802E+01  2.072E+01    4.27 um     7895 A      6830 A   
 250.00 keV   2.926E+01  1.967E+01    4.75 um     8526 A      7471 A   
 275.00 keV   3.044E+01  1.873E+01    5.23 um     9127 A      8099 A   
 300.00 keV   3.159E+01  1.790E+01    5.71 um     9700 A      8713 A   
 325.00 keV   3.269E+01  1.715E+01    6.19 um     1.02 um     9314 A   
 350.00 keV   3.376E+01  1.646E+01    6.66 um     1.08 um     9901 A   
 375.00 keV   3.479E+01  1.584E+01    7.13 um     1.13 um     1.05 um  
 400.00 keV   3.579E+01  1.528E+01    7.60 um     1.18 um     1.10 um  
 450.00 keV   3.768E+01  1.427E+01    8.53 um     1.27 um     1.21 um  
 500.00 keV   3.945E+01  1.341E+01    9.44 um     1.35 um     1.32 um  
 550.00 keV   4.111E+01  1.266E+01   10.34 um     1.43 um     1.41 um  
 600.00 keV   4.265E+01  1.200E+01   11.23 um     1.51 um     1.51 um  
 650.00 keV   4.410E+01  1.141E+01   12.10 um     1.58 um     1.60 um  
 700.00 keV   4.546E+01  1.089E+01   12.97 um     1.64 um     1.69 um  
 800.00 keV   4.793E+01  9.994E+00   14.66 um     1.77 um     1.85 um  
 900.00 keV   5.013E+01  9.251E+00   16.32 um     1.88 um     2.00 um  
   1.00 MeV   5.213E+01  8.623E+00   17.94 um     1.99 um     2.14 um  
   1.10 MeV   5.397E+01  8.085E+00   19.52 um     2.08 um     2.28 um  
   1.20 MeV   5.570E+01  7.618E+00   21.08 um     2.17 um     2.40 um  
   1.30 MeV   5.734E+01  7.208E+00   22.61 um     2.25 um     2.52 um  
   1.40 MeV   5.892E+01  6.845E+00   24.12 um     2.33 um     2.64 um  
   1.50 MeV   6.047E+01  6.521E+00   25.59 um     2.40 um     2.74 um  
   1.60 MeV   6.200E+01  6.230E+00   27.04 um     2.46 um     2.84 um  
   1.70 MeV   6.352E+01  5.967E+00   28.47 um     2.52 um     2.94 um  
   1.80 MeV   6.504E+01  5.727E+00   29.87 um     2.58 um     3.03 um  
   2.00 MeV   6.813E+01  5.307E+00   32.60 um     2.70 um     3.21 um  
   2.25 MeV   7.212E+01  4.869E+00   35.88 um     2.84 um     3.41 um  
   2.50 MeV   7.628E+01  4.505E+00   39.01 um     2.96 um     3.58 um  
   2.75 MeV   8.064E+01  4.197E+00   41.99 um     3.06 um     3.74 um  
   3.00 MeV   8.519E+01  3.932E+00   44.84 um     3.15 um     3.89 um  
   3.25 MeV   8.992E+01  3.702E+00   47.55 um     3.24 um     4.02 um  
   3.50 MeV   9.482E+01  3.499E+00   50.13 um     3.31 um     4.14 um  
   3.75 MeV   9.987E+01  3.320E+00   52.59 um     3.37 um     4.25 um  
   4.00 MeV   1.050E+02  3.160E+00   54.93 um     3.43 um     4.35 um  
   4.50 MeV   1.156E+02  2.885E+00   59.31 um     3.55 um     4.52 um  
   5.00 MeV   1.265E+02  2.659E+00   63.32 um     3.65 um     4.66 um  
   5.50 MeV   1.373E+02  2.468E+00   67.02 um     3.73 um     4.79 um  
   6.00 MeV   1.480E+02  2.305E+00   70.45 um     3.79 um     4.90 um  
   6.50 MeV   1.585E+02  2.164E+00   73.65 um     3.85 um     4.99 um  
   7.00 MeV   1.686E+02  2.040E+00   76.65 um     3.90 um     5.07 um  
   8.00 MeV   1.875E+02  1.834E+00   82.19 um     4.02 um     5.21 um  
   9.00 MeV   2.042E+02  1.669E+00   87.23 um     4.12 um     5.32 um  
  10.00 MeV   2.189E+02  1.533E+00   91.91 um     4.19 um     5.41 um  
  11.00 MeV   2.314E+02  1.419E+00   96.31 um     4.26 um     5.49 um  
  12.00 MeV   2.421E+02  1.322E+00  100.50 um     4.32 um     5.56 um  
  13.00 MeV   2.511E+02  1.239E+00  104.53 um     4.37 um     5.63 um  
  14.00 MeV   2.588E+02  1.166E+00  108.42 um     4.42 um     5.68 um  
  15.00 MeV   2.652E+02  1.102E+00  112.22 um     4.47 um     5.73 um  
  16.00 MeV   2.707E+02  1.045E+00  115.93 um     4.51 um     5.78 um  
  17.00 MeV   2.752E+02  9.938E-01  119.57 um     4.55 um     5.82 um  
  18.00 MeV   2.791E+02  9.479E-01  123.16 um     4.59 um     5.86 um  
  20.00 MeV   2.850E+02  8.686E-01  130.22 um     4.71 um     5.93 um  
  22.50 MeV   2.898E+02  7.875E-01  138.89 um     4.89 um     6.01 um  
  25.00 MeV   2.926E+02  7.211E-01  147.44 um     5.05 um     6.09 um  
  27.50 MeV   2.939E+02  6.657E-01  155.94 um     5.21 um     6.16 um  
  30.00 MeV   2.940E+02  6.188E-01  164.42 um     5.36 um     6.22 um  
  32.50 MeV   2.933E+02  5.784E-01  172.91 um     5.50 um     6.28 um  
  35.00 MeV   2.920E+02  5.433E-01  181.43 um     5.65 um     6.33 um  
  37.50 MeV   2.901E+02  5.125E-01  190.00 um     5.79 um     6.39 um  
  40.00 MeV   2.879E+02  4.852E-01  198.63 um     5.92 um     6.44 um  
  45.00 MeV   2.826E+02  4.389E-01  216.13 um     6.44 um     6.54 um  
  50.00 MeV   2.768E+02  4.012E-01  233.97 um     6.93 um     6.63 um  
  55.00 MeV   2.707E+02  3.698E-01  252.21 um     7.41 um     6.73 um  
  60.00 MeV   2.646E+02  3.433E-01  270.86 um     7.88 um     6.82 um  
  65.00 MeV   2.586E+02  3.205E-01  289.95 um     8.35 um     6.91 um  
  70.00 MeV   2.528E+02  3.007E-01  309.48 um     8.81 um     7.00 um  
  80.00 MeV   2.418E+02  2.680E-01  349.89 um    10.52 um     7.18 um  
  90.00 MeV   2.349E+02  2.420E-01  391.80 um    12.10 um     7.36 um  
 100.00 MeV   2.266E+02  2.209E-01  435.11 um    13.58 um     7.55 um  
 110.00 MeV   2.197E+02  2.034E-01  479.89 um    15.01 um     7.74 um  
 120.00 MeV   2.135E+02  1.885E-01  526.03 um    16.38 um     7.94 um  
 130.00 MeV   2.078E+02  1.758E-01  573.47 um    17.72 um     8.14 um  
 140.00 MeV   2.026E+02  1.648E-01  622.17 um    19.03 um     8.34 um  
 150.00 MeV   1.977E+02  1.552E-01  672.11 um    20.32 um     8.55 um  
 160.00 MeV   1.932E+02  1.466E-01  723.23 um    21.58 um     8.77 um  
 170.00 MeV   1.890E+02  1.391E-01  775.52 um    22.83 um     8.99 um  
 180.00 MeV   1.850E+02  1.323E-01  828.96 um    24.07 um     9.21 um  
 200.00 MeV   1.777E+02  1.206E-01  939.20 um    28.71 um     9.68 um  
 225.00 MeV   1.695E+02  1.087E-01    1.08 mm    35.23 um    10.29 um  
 250.00 MeV   1.620E+02  9.906E-02    1.23 mm    41.22 um    10.93 um  
 275.00 MeV   1.552E+02  9.106E-02    1.39 mm    46.90 um    11.60 um  
 300.00 MeV   1.488E+02  8.432E-02    1.56 mm    52.38 um    12.29 um  
 325.00 MeV   1.429E+02  7.855E-02    1.73 mm    57.75 um    13.02 um  
 350.00 MeV   1.374E+02  7.356E-02    1.91 mm    63.05 um    13.78 um  
 375.00 MeV   1.322E+02  6.919E-02    2.09 mm    68.32 um    14.56 um  
 400.00 MeV   1.273E+02  6.533E-02    2.28 mm    73.59 um    15.38 um  
 450.00 MeV   1.184E+02  5.884E-02    2.69 mm    93.50 um    17.10 um  
 500.00 MeV   1.105E+02  5.356E-02    3.13 mm   112.15 um    18.95 um  
 550.00 MeV   1.035E+02  4.920E-02    3.60 mm   130.25 um    20.92 um  
 600.00 MeV   9.728E+01  4.552E-02    4.09 mm   148.15 um    23.01 um  
 650.00 MeV   9.176E+01  4.238E-02    4.62 mm   166.05 um    25.23 um  
 700.00 MeV   8.686E+01  3.966E-02    5.18 mm   184.05 um    27.58 um  
 800.00 MeV   7.871E+01  3.519E-02    6.39 mm   251.42 um    32.64 um  
 900.00 MeV   7.239E+01  3.166E-02    7.72 mm   313.71 um    38.17 um  
   1.00 GeV   6.754E+01  2.880E-02    9.15 mm   373.41 um    44.11 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  8.7879E-02                keV / (ug/cm2) 
  8.7879E-02                MeV / (mg/cm2) 
  8.7879E+01                keV / (mg/cm2) 
  2.0440E+00                 eV / (1E15 atoms/cm2)
  8.4007E-03                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
