 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> June 09, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\Nitrogen in Nitrogen (gas).txt

 Ion = Nitrogen [7] , Mass = 14.003 amu

 Target Density =  1.1380E-01 g/cm3 = 4.8924E+21 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      N      7    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
5.49999 eV    1.395E-01  1.342E+00      41 A        29 A        21 A   
5.99999 eV    1.457E-01  1.409E+00      43 A        30 A        22 A   
6.49999 eV    1.517E-01  1.473E+00      44 A        31 A        23 A   
6.99999 eV    1.574E-01  1.534E+00      46 A        32 A        23 A   
7.99999 eV    1.683E-01  1.650E+00      48 A        34 A        25 A   
8.99999 eV    1.785E-01  1.759E+00      51 A        36 A        26 A   
9.99999 eV    1.881E-01  1.861E+00      53 A        38 A        27 A   
10.9999 eV    1.973E-01  1.958E+00      56 A        40 A        29 A   
11.9999 eV    2.061E-01  2.050E+00      58 A        41 A        30 A   
12.9999 eV    2.145E-01  2.137E+00      60 A        43 A        31 A   
13.9999 eV    2.226E-01  2.221E+00      62 A        44 A        32 A   
14.9999 eV    2.304E-01  2.301E+00      64 A        46 A        33 A   
15.9999 eV    2.380E-01  2.378E+00      66 A        47 A        34 A   
16.9999 eV    2.453E-01  2.453E+00      68 A        49 A        35 A   
17.9999 eV    2.524E-01  2.524E+00      70 A        50 A        36 A   
19.9999 eV    2.661E-01  2.661E+00      73 A        52 A        37 A   
22.4999 eV    2.822E-01  2.820E+00      78 A        55 A        39 A   
24.9999 eV    2.975E-01  2.968E+00      82 A        58 A        41 A   
27.4999 eV    3.120E-01  3.107E+00      85 A        60 A        43 A   
29.9999 eV    3.259E-01  3.238E+00      89 A        63 A        45 A   
32.4999 eV    3.392E-01  3.362E+00      93 A        65 A        46 A   
34.9999 eV    3.520E-01  3.480E+00      96 A        68 A        48 A   
37.4999 eV    3.643E-01  3.593E+00      99 A        70 A        50 A   
39.9999 eV    3.763E-01  3.700E+00     103 A        72 A        51 A   
44.9999 eV    3.991E-01  3.901E+00     109 A        76 A        54 A   
49.9999 eV    4.207E-01  4.087E+00     115 A        80 A        57 A   
54.9999 eV    4.412E-01  4.260E+00     121 A        83 A        59 A   
59.9999 eV    4.609E-01  4.422E+00     126 A        87 A        62 A   
64.9999 eV    4.797E-01  4.574E+00     132 A        90 A        64 A   
69.9999 eV    4.978E-01  4.717E+00     137 A        93 A        66 A   
79.9999 eV    5.322E-01  4.982E+00     147 A        99 A        71 A   
89.9999 eV    5.644E-01  5.222E+00     157 A       105 A        75 A   
99.9999 eV    5.950E-01  5.441E+00     167 A       111 A        79 A   
    110 eV    6.240E-01  5.644E+00     176 A       116 A        83 A   
    120 eV    6.517E-01  5.831E+00     185 A       121 A        87 A   
    130 eV    6.784E-01  6.005E+00     193 A       126 A        90 A   
139.999 eV    7.040E-01  6.168E+00     202 A       131 A        94 A   
149.999 eV    7.287E-01  6.322E+00     210 A       135 A        97 A   
159.999 eV    7.526E-01  6.466E+00     218 A       140 A       100 A   
169.999 eV    7.757E-01  6.602E+00     226 A       144 A       104 A   
179.999 eV    7.982E-01  6.732E+00     234 A       149 A       107 A   
199.999 eV    8.414E-01  6.972E+00     249 A       157 A       113 A   
224.999 eV    8.924E-01  7.241E+00     267 A       167 A       120 A   
249.999 eV    9.407E-01  7.483E+00     285 A       177 A       127 A   
274.999 eV    9.866E-01  7.702E+00     302 A       186 A       134 A   
299.999 eV    1.031E+00  7.902E+00     320 A       195 A       141 A   
324.999 eV    1.073E+00  8.085E+00     336 A       204 A       147 A   
349.999 eV    1.113E+00  8.253E+00     353 A       212 A       154 A   
374.999 eV    1.152E+00  8.409E+00     369 A       220 A       160 A   
399.999 eV    1.190E+00  8.554E+00     385 A       229 A       166 A   
449.999 eV    1.262E+00  8.815E+00     416 A       244 A       177 A   
499.999 eV    1.330E+00  9.045E+00     446 A       260 A       189 A   
549.999 eV    1.395E+00  9.249E+00     476 A       274 A       200 A   
599.999 eV    1.457E+00  9.431E+00     505 A       289 A       210 A   
649.999 eV    1.517E+00  9.594E+00     534 A       303 A       221 A   
699.999 eV    1.574E+00  9.742E+00     562 A       317 A       231 A   
799.999 eV    1.683E+00  9.998E+00     618 A       344 A       251 A   
899.999 eV    1.785E+00  1.021E+01     673 A       370 A       270 A   
999.999 eV    1.881E+00  1.039E+01     726 A       395 A       288 A   
   1.10 keV   1.973E+00  1.055E+01     779 A       420 A       306 A   
   1.20 keV   2.061E+00  1.068E+01     831 A       445 A       324 A   
   1.30 keV   2.145E+00  1.079E+01     883 A       468 A       341 A   
   1.40 keV   2.226E+00  1.089E+01     934 A       492 A       358 A   
   1.50 keV   2.304E+00  1.098E+01     985 A       515 A       375 A   
   1.60 keV   2.380E+00  1.105E+01    1036 A       538 A       392 A   
   1.70 keV   2.453E+00  1.112E+01    1086 A       561 A       408 A   
   1.80 keV   2.524E+00  1.117E+01    1136 A       583 A       424 A   
   2.00 keV   2.661E+00  1.126E+01    1235 A       627 A       455 A   
   2.25 keV   2.822E+00  1.134E+01    1358 A       680 A       494 A   
   2.50 keV   2.975E+00  1.139E+01    1480 A       733 A       531 A   
   2.75 keV   3.120E+00  1.142E+01    1601 A       785 A       568 A   
   3.00 keV   3.259E+00  1.143E+01    1722 A       836 A       604 A   
   3.25 keV   3.392E+00  1.143E+01    1843 A       886 A       640 A   
   3.50 keV   3.520E+00  1.142E+01    1963 A       936 A       675 A   
   3.75 keV   3.643E+00  1.139E+01    2082 A       985 A       709 A   
   4.00 keV   3.763E+00  1.137E+01    2202 A      1033 A       744 A   
   4.50 keV   3.991E+00  1.129E+01    2441 A      1129 A       811 A   
   5.00 keV   4.207E+00  1.120E+01    2680 A      1223 A       878 A   
   5.50 keV   4.412E+00  1.110E+01    2920 A      1315 A       943 A   
   6.00 keV   4.609E+00  1.099E+01    3159 A      1407 A      1008 A   
   6.50 keV   4.797E+00  1.088E+01    3399 A      1496 A      1071 A   
   7.00 keV   4.978E+00  1.077E+01    3639 A      1585 A      1135 A   
   8.00 keV   5.322E+00  1.053E+01    4120 A      1759 A      1260 A   
   9.00 keV   5.644E+00  1.030E+01    4603 A      1928 A      1383 A   
  10.00 keV   5.950E+00  1.008E+01    5088 A      2095 A      1504 A   
  11.00 keV   6.240E+00  9.856E+00    5574 A      2257 A      1625 A   
  12.00 keV   6.517E+00  9.644E+00    6062 A      2416 A      1744 A   
  13.00 keV   6.784E+00  9.440E+00    6550 A      2572 A      1862 A   
  14.00 keV   7.040E+00  9.245E+00    7040 A      2725 A      1979 A   
  15.00 keV   7.287E+00  9.057E+00    7531 A      2875 A      2095 A   
  16.00 keV   7.526E+00  8.877E+00    8023 A      3022 A      2210 A   
  17.00 keV   7.757E+00  8.705E+00    8515 A      3166 A      2325 A   
  18.00 keV   7.982E+00  8.541E+00    9007 A      3307 A      2438 A   
  20.00 keV   8.414E+00  8.231E+00    9994 A      3583 A      2664 A   
  22.50 keV   8.924E+00  7.879E+00    1.12 um     3914 A      2941 A   
  25.00 keV   9.407E+00  7.560E+00    1.25 um     4230 A      3213 A   
  27.50 keV   9.866E+00  7.269E+00    1.37 um     4534 A      3480 A   
  30.00 keV   1.035E+01  7.004E+00    1.49 um     4825 A      3742 A   
  32.50 keV   1.081E+01  6.760E+00    1.61 um     5103 A      3999 A   
  35.00 keV   1.123E+01  6.536E+00    1.73 um     5369 A      4251 A   
  37.50 keV   1.163E+01  6.328E+00    1.85 um     5626 A      4497 A   
  40.00 keV   1.201E+01  6.136E+00    1.97 um     5873 A      4739 A   
  45.00 keV   1.270E+01  5.790E+00    2.21 um     6344 A      5208 A   
  50.00 keV   1.332E+01  5.486E+00    2.45 um     6784 A      5659 A   
  55.00 keV   1.389E+01  5.218E+00    2.68 um     7199 A      6093 A   
  60.00 keV   1.442E+01  4.979E+00    2.91 um     7591 A      6512 A   
  65.00 keV   1.491E+01  4.764E+00    3.14 um     7962 A      6917 A   
  70.00 keV   1.537E+01  4.570E+00    3.36 um     8314 A      7309 A   
  80.00 keV   1.620E+01  4.232E+00    3.81 um     8979 A      8058 A   
  90.00 keV   1.695E+01  3.947E+00    4.25 um     9587 A      8764 A   
 100.00 keV   1.764E+01  3.704E+00    4.69 um     1.01 um     9433 A   
 110.00 keV   1.827E+01  3.492E+00    5.11 um     1.07 um     1.01 um  
 120.00 keV   1.887E+01  3.307E+00    5.54 um     1.12 um     1.07 um  
 130.00 keV   1.943E+01  3.143E+00    5.95 um     1.16 um     1.13 um  
 140.00 keV   1.997E+01  2.997E+00    6.36 um     1.20 um     1.18 um  
 150.00 keV   2.049E+01  2.865E+00    6.77 um     1.24 um     1.23 um  
 160.00 keV   2.099E+01  2.746E+00    7.17 um     1.28 um     1.28 um  
 170.00 keV   2.148E+01  2.638E+00    7.56 um     1.32 um     1.33 um  
 180.00 keV   2.196E+01  2.539E+00    7.95 um     1.35 um     1.38 um  
 200.00 keV   2.287E+01  2.364E+00    8.71 um     1.42 um     1.47 um  
 225.00 keV   2.396E+01  2.181E+00    9.64 um     1.49 um     1.57 um  
 250.00 keV   2.501E+01  2.027E+00   10.54 um     1.55 um     1.67 um  
 275.00 keV   2.600E+01  1.895E+00   11.42 um     1.61 um     1.76 um  
 300.00 keV   2.696E+01  1.782E+00   12.27 um     1.67 um     1.84 um  
 325.00 keV   2.789E+01  1.682E+00   13.10 um     1.72 um     1.92 um  
 350.00 keV   2.878E+01  1.595E+00   13.90 um     1.76 um     1.99 um  
 375.00 keV   2.964E+01  1.517E+00   14.69 um     1.80 um     2.06 um  
 400.00 keV   3.048E+01  1.447E+00   15.46 um     1.84 um     2.12 um  
 450.00 keV   3.210E+01  1.326E+00   16.95 um     1.91 um     2.24 um  
 500.00 keV   3.366E+01  1.226E+00   18.38 um     1.98 um     2.35 um  
 550.00 keV   3.517E+01  1.142E+00   19.76 um     2.04 um     2.44 um  
 600.00 keV   3.664E+01  1.069E+00   21.08 um     2.09 um     2.53 um  
 650.00 keV   3.809E+01  1.006E+00   22.36 um     2.13 um     2.61 um  
 700.00 keV   3.952E+01  9.505E-01   23.60 um     2.18 um     2.68 um  
 800.00 keV   4.235E+01  8.577E-01   25.95 um     2.26 um     2.82 um  
 900.00 keV   4.514E+01  7.828E-01   28.17 um     2.33 um     2.93 um  
   1.00 MeV   4.791E+01  7.209E-01   30.26 um     2.39 um     3.03 um  
   1.10 MeV   5.065E+01  6.689E-01   32.24 um     2.44 um     3.12 um  
   1.20 MeV   5.335E+01  6.244E-01   34.12 um     2.49 um     3.20 um  
   1.30 MeV   5.602E+01  5.860E-01   35.91 um     2.53 um     3.27 um  
   1.40 MeV   5.863E+01  5.524E-01   37.63 um     2.56 um     3.34 um  
   1.50 MeV   6.118E+01  5.227E-01   39.27 um     2.59 um     3.40 um  
   1.60 MeV   6.365E+01  4.964E-01   40.85 um     2.62 um     3.45 um  
   1.70 MeV   6.605E+01  4.727E-01   42.37 um     2.65 um     3.50 um  
   1.80 MeV   6.836E+01  4.514E-01   43.84 um     2.67 um     3.54 um  
   2.00 MeV   7.270E+01  4.145E-01   46.64 um     2.72 um     3.62 um  
   2.25 MeV   7.758E+01  3.766E-01   49.93 um     2.79 um     3.71 um  
   2.50 MeV   8.181E+01  3.455E-01   53.04 um     2.85 um     3.79 um  
   2.75 MeV   8.543E+01  3.195E-01   56.01 um     2.90 um     3.85 um  
   3.00 MeV   8.846E+01  2.974E-01   58.87 um     2.94 um     3.91 um  
   3.25 MeV   9.097E+01  2.784E-01   61.64 um     2.98 um     3.96 um  
   3.50 MeV   9.301E+01  2.618E-01   64.34 um     3.02 um     4.01 um  
   3.75 MeV   9.465E+01  2.472E-01   66.99 um     3.06 um     4.06 um  
   4.00 MeV   9.594E+01  2.343E-01   69.60 um     3.09 um     4.10 um  
   4.50 MeV   9.769E+01  2.123E-01   74.74 um     3.20 um     4.17 um  
   5.00 MeV   9.861E+01  1.944E-01   79.82 um     3.29 um     4.24 um  
   5.50 MeV   9.896E+01  1.794E-01   84.86 um     3.39 um     4.31 um  
   6.00 MeV   9.892E+01  1.667E-01   89.90 um     3.48 um     4.37 um  
   6.50 MeV   9.861E+01  1.558E-01   94.95 um     3.56 um     4.42 um  
   7.00 MeV   9.811E+01  1.463E-01  100.02 um     3.65 um     4.48 um  
   8.00 MeV   9.674E+01  1.306E-01  110.26 um     3.95 um     4.58 um  
   9.00 MeV   9.507E+01  1.181E-01  120.66 um     4.24 um     4.68 um  
  10.00 MeV   9.324E+01  1.079E-01  131.27 um     4.51 um     4.77 um  
  11.00 MeV   9.131E+01  9.948E-02  142.09 um     4.79 um     4.86 um  
  12.00 MeV   8.934E+01  9.232E-02  153.14 um     5.05 um     4.95 um  
  13.00 MeV   8.735E+01  8.617E-02  164.45 um     5.32 um     5.04 um  
  14.00 MeV   8.537E+01  8.084E-02  176.01 um     5.58 um     5.13 um  
  15.00 MeV   8.341E+01  7.616E-02  187.85 um     5.85 um     5.22 um  
  16.00 MeV   8.150E+01  7.202E-02  199.96 um     6.11 um     5.31 um  
  17.00 MeV   7.962E+01  6.834E-02  212.36 um     6.37 um     5.40 um  
  18.00 MeV   7.780E+01  6.504E-02  225.05 um     6.64 um     5.49 um  
  20.00 MeV   7.433E+01  5.935E-02  251.33 um     7.64 um     5.68 um  
  22.50 MeV   7.032E+01  5.356E-02  285.88 um     9.10 um     5.92 um  
  25.00 MeV   6.667E+01  4.886E-02  322.37 um    10.50 um     6.18 um  
  27.50 MeV   6.334E+01  4.495E-02  360.82 um    11.86 um     6.45 um  
  30.00 MeV   6.090E+01  4.166E-02  401.04 um    13.19 um     6.74 um  
  32.50 MeV   5.842E+01  3.883E-02  442.93 um    14.49 um     7.03 um  
  35.00 MeV   5.602E+01  3.639E-02  486.60 um    15.79 um     7.34 um  
  37.50 MeV   5.395E+01  3.425E-02  532.05 um    17.08 um     7.66 um  
  40.00 MeV   5.204E+01  3.235E-02  579.20 um    18.37 um     8.00 um  
  45.00 MeV   4.866E+01  2.916E-02  678.52 um    23.19 um     8.72 um  
  50.00 MeV   4.575E+01  2.657E-02  784.46 um    27.67 um     9.48 um  
  55.00 MeV   4.320E+01  2.442E-02  896.89 um    31.98 um    10.30 um  
  60.00 MeV   4.095E+01  2.261E-02    1.02 mm    36.19 um    11.17 um  
  65.00 MeV   3.895E+01  2.106E-02    1.14 mm    40.36 um    12.08 um  
  70.00 MeV   3.714E+01  1.972E-02    1.27 mm    44.50 um    13.05 um  
  80.00 MeV   3.402E+01  1.751E-02    1.55 mm    59.82 um    15.11 um  
  90.00 MeV   3.139E+01  1.577E-02    1.86 mm    73.96 um    17.35 um  
 100.00 MeV   2.913E+01  1.436E-02    2.19 mm    87.64 um    19.76 um  
 110.00 MeV   2.718E+01  1.318E-02    2.55 mm   101.16 um    22.34 um  
 120.00 MeV   2.546E+01  1.220E-02    2.93 mm   114.70 um    25.10 um  
 130.00 MeV   2.394E+01  1.135E-02    3.33 mm   128.37 um    28.02 um  
 140.00 MeV   2.258E+01  1.062E-02    3.76 mm   142.21 um    31.11 um  
 150.00 MeV   2.136E+01  9.987E-03    4.22 mm   156.29 um    34.38 um  
 160.00 MeV   2.026E+01  9.424E-03    4.70 mm   170.61 um    37.82 um  
 170.00 MeV   1.927E+01  8.925E-03    5.20 mm   185.21 um    41.43 um  
 180.00 MeV   1.836E+01  8.478E-03    5.73 mm   200.10 um    45.21 um  
 200.00 MeV   1.679E+01  7.711E-03    6.87 mm   257.31 um    53.31 um  
 225.00 MeV   1.517E+01  6.935E-03    8.44 mm   340.12 um    64.43 um  
 250.00 MeV   1.385E+01  6.306E-03   10.16 mm   419.10 um    76.63 um  
 275.00 MeV   1.278E+01  5.786E-03   12.04 mm   496.85 um    89.90 um  
 300.00 MeV   1.189E+01  5.349E-03   14.07 mm   574.33 um   104.21 um  
 325.00 MeV   1.116E+01  4.975E-03   16.24 mm   651.89 um   119.50 um  
 350.00 MeV   1.054E+01  4.652E-03   18.55 mm   729.56 um   135.72 um  
 375.00 MeV   1.004E+01  4.370E-03   20.98 mm   807.20 um   152.79 um  
 400.00 MeV   9.611E+00  4.122E-03   23.52 mm   884.61 um   170.63 um  
 450.00 MeV   8.812E+00  3.704E-03   28.95 mm     1.17 mm   208.60 um  
 500.00 MeV   8.088E+00  3.366E-03   34.88 mm     1.44 mm   249.66 um  
 550.00 MeV   7.486E+00  3.087E-03   41.30 mm     1.71 mm   293.91 um  
 600.00 MeV   6.977E+00  2.852E-03   48.22 mm     1.97 mm   341.29 um  
 650.00 MeV   6.541E+00  2.651E-03   55.62 mm     2.23 mm   391.73 um  
 700.00 MeV   6.163E+00  2.478E-03   63.49 mm     2.50 mm   445.17 um  
 800.00 MeV   5.540E+00  2.194E-03   80.61 mm     3.48 mm   560.87 um  
 900.00 MeV   5.047E+00  1.970E-03   99.52 mm     4.40 mm   687.87 um  
   1.00 GeV   4.647E+00  1.790E-03  120.17 mm     5.28 mm   825.70 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  8.7879E-02                keV / (ug/cm2) 
  8.7879E-02                MeV / (mg/cm2) 
  8.7879E+01                keV / (mg/cm2) 
  2.0440E+00                 eV / (1E15 atoms/cm2)
  2.6676E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
