 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> June 09, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\Potassium in Nitrogen (gas).txt

 Ion = Potassium [19] , Mass = 38.964 amu

 Target Density =  1.1380E-01 g/cm3 = 4.8924E+21 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      N      7    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
5.99999 eV    1.418E-01  1.764E+00      54 A        23 A        17 A   
6.49999 eV    1.476E-01  1.854E+00      56 A        24 A        18 A   
6.99999 eV    1.532E-01  1.941E+00      57 A        25 A        18 A   
7.99999 eV    1.637E-01  2.106E+00      61 A        26 A        19 A   
8.99999 eV    1.737E-01  2.263E+00      64 A        27 A        20 A   
9.99999 eV    1.831E-01  2.413E+00      66 A        29 A        21 A   
10.9999 eV    1.920E-01  2.556E+00      69 A        30 A        22 A   
11.9999 eV    2.005E-01  2.693E+00      72 A        31 A        23 A   
12.9999 eV    2.087E-01  2.824E+00      74 A        32 A        24 A   
13.9999 eV    2.166E-01  2.951E+00      76 A        33 A        25 A   
14.9999 eV    2.242E-01  3.074E+00      78 A        34 A        25 A   
15.9999 eV    2.315E-01  3.194E+00      80 A        35 A        26 A   
16.9999 eV    2.387E-01  3.309E+00      82 A        36 A        27 A   
17.9999 eV    2.456E-01  3.422E+00      84 A        37 A        27 A   
19.9999 eV    2.589E-01  3.638E+00      88 A        39 A        29 A   
22.4999 eV    2.746E-01  3.894E+00      92 A        41 A        30 A   
24.9999 eV    2.894E-01  4.137E+00      97 A        43 A        32 A   
27.4999 eV    3.036E-01  4.367E+00     100 A        45 A        33 A   
29.9999 eV    3.171E-01  4.587E+00     104 A        46 A        34 A   
32.4999 eV    3.300E-01  4.798E+00     108 A        48 A        35 A   
34.9999 eV    3.425E-01  5.001E+00     111 A        49 A        36 A   
37.4999 eV    3.545E-01  5.196E+00     114 A        51 A        37 A   
39.9999 eV    3.661E-01  5.384E+00     117 A        52 A        38 A   
44.9999 eV    3.883E-01  5.744E+00     123 A        55 A        40 A   
49.9999 eV    4.093E-01  6.082E+00     129 A        58 A        42 A   
54.9999 eV    4.293E-01  6.402E+00     134 A        60 A        44 A   
59.9999 eV    4.484E-01  6.706E+00     139 A        62 A        45 A   
64.9999 eV    4.667E-01  6.997E+00     144 A        64 A        47 A   
69.9999 eV    4.843E-01  7.275E+00     149 A        67 A        48 A   
79.9999 eV    5.178E-01  7.798E+00     158 A        70 A        51 A   
89.9999 eV    5.492E-01  8.285E+00     166 A        74 A        54 A   
99.9999 eV    5.789E-01  8.740E+00     174 A        77 A        56 A   
    110 eV    6.071E-01  9.169E+00     182 A        81 A        58 A   
    120 eV    6.341E-01  9.574E+00     189 A        84 A        61 A   
    130 eV    6.600E-01  9.959E+00     196 A        87 A        63 A   
139.999 eV    6.849E-01  1.033E+01     202 A        90 A        65 A   
149.999 eV    7.090E-01  1.068E+01     209 A        92 A        67 A   
159.999 eV    7.322E-01  1.101E+01     215 A        95 A        69 A   
169.999 eV    7.547E-01  1.133E+01     221 A        97 A        70 A   
179.999 eV    7.766E-01  1.164E+01     227 A       100 A        72 A   
199.999 eV    8.186E-01  1.223E+01     239 A       104 A        76 A   
224.999 eV    8.683E-01  1.291E+01     253 A       110 A        80 A   
249.999 eV    9.153E-01  1.354E+01     266 A       115 A        83 A   
274.999 eV    9.599E-01  1.413E+01     278 A       120 A        87 A   
299.999 eV    1.003E+00  1.468E+01     290 A       125 A        90 A   
324.999 eV    1.044E+00  1.519E+01     302 A       129 A        94 A   
349.999 eV    1.083E+00  1.568E+01     313 A       134 A        97 A   
374.999 eV    1.121E+00  1.615E+01     324 A       138 A       100 A   
399.999 eV    1.158E+00  1.659E+01     335 A       142 A       103 A   
449.999 eV    1.228E+00  1.741E+01     356 A       149 A       109 A   
499.999 eV    1.294E+00  1.816E+01     375 A       157 A       114 A   
549.999 eV    1.358E+00  1.886E+01     395 A       164 A       120 A   
599.999 eV    1.418E+00  1.951E+01     413 A       170 A       125 A   
649.999 eV    1.476E+00  2.011E+01     431 A       177 A       130 A   
699.999 eV    1.532E+00  2.067E+01     448 A       183 A       134 A   
799.999 eV    1.637E+00  2.171E+01     482 A       195 A       144 A   
899.999 eV    1.737E+00  2.263E+01     514 A       206 A       152 A   
999.999 eV    1.831E+00  2.347E+01     545 A       217 A       161 A   
   1.10 keV   1.920E+00  2.424E+01     576 A       227 A       169 A   
   1.20 keV   2.005E+00  2.494E+01     605 A       237 A       176 A   
   1.30 keV   2.087E+00  2.559E+01     634 A       246 A       184 A   
   1.40 keV   2.166E+00  2.619E+01     661 A       255 A       191 A   
   1.50 keV   2.242E+00  2.675E+01     689 A       264 A       198 A   
   1.60 keV   2.315E+00  2.727E+01     716 A       273 A       205 A   
   1.70 keV   2.387E+00  2.777E+01     742 A       281 A       212 A   
   1.80 keV   2.456E+00  2.823E+01     768 A       290 A       218 A   
   2.00 keV   2.589E+00  2.908E+01     819 A       306 A       231 A   
   2.25 keV   2.746E+00  3.002E+01     880 A       325 A       247 A   
   2.50 keV   2.894E+00  3.085E+01     940 A       344 A       262 A   
   2.75 keV   3.036E+00  3.159E+01     999 A       362 A       276 A   
   3.00 keV   3.171E+00  3.226E+01    1056 A       380 A       290 A   
   3.25 keV   3.300E+00  3.286E+01    1113 A       397 A       304 A   
   3.50 keV   3.425E+00  3.340E+01    1168 A       413 A       317 A   
   3.75 keV   3.545E+00  3.390E+01    1222 A       430 A       330 A   
   4.00 keV   3.661E+00  3.436E+01    1276 A       446 A       343 A   
   4.50 keV   3.883E+00  3.517E+01    1382 A       477 A       368 A   
   5.00 keV   4.093E+00  3.586E+01    1485 A       507 A       392 A   
   5.50 keV   4.293E+00  3.645E+01    1587 A       536 A       416 A   
   6.00 keV   4.484E+00  3.697E+01    1687 A       565 A       438 A   
   6.50 keV   4.667E+00  3.742E+01    1786 A       593 A       461 A   
   7.00 keV   4.843E+00  3.781E+01    1883 A       621 A       483 A   
   8.00 keV   5.178E+00  3.847E+01    2076 A       675 A       526 A   
   9.00 keV   5.492E+00  3.898E+01    2265 A       727 A       567 A   
  10.00 keV   5.789E+00  3.937E+01    2452 A       778 A       608 A   
  11.00 keV   6.071E+00  3.968E+01    2636 A       829 A       647 A   
  12.00 keV   6.341E+00  3.992E+01    2819 A       878 A       686 A   
  13.00 keV   6.600E+00  4.010E+01    3001 A       926 A       724 A   
  14.00 keV   6.849E+00  4.024E+01    3182 A       974 A       762 A   
  15.00 keV   7.090E+00  4.033E+01    3361 A      1021 A       799 A   
  16.00 keV   7.322E+00  4.039E+01    3540 A      1068 A       835 A   
  17.00 keV   7.547E+00  4.043E+01    3719 A      1114 A       871 A   
  18.00 keV   7.766E+00  4.043E+01    3896 A      1160 A       907 A   
  20.00 keV   8.186E+00  4.039E+01    4250 A      1250 A       977 A   
  22.50 keV   8.683E+00  4.025E+01    4692 A      1362 A      1064 A   
  25.00 keV   9.153E+00  4.005E+01    5132 A      1471 A      1148 A   
  27.50 keV   9.599E+00  3.979E+01    5571 A      1579 A      1232 A   
  30.00 keV   1.003E+01  3.950E+01    6011 A      1686 A      1314 A   
  32.50 keV   1.044E+01  3.919E+01    6451 A      1791 A      1396 A   
  35.00 keV   1.083E+01  3.886E+01    6891 A      1895 A      1477 A   
  37.50 keV   1.121E+01  3.852E+01    7332 A      1998 A      1557 A   
  40.00 keV   1.158E+01  3.817E+01    7773 A      2100 A      1636 A   
  45.00 keV   1.228E+01  3.746E+01    8660 A      2302 A      1793 A   
  50.00 keV   1.294E+01  3.675E+01    9550 A      2501 A      1949 A   
  55.00 keV   1.358E+01  3.605E+01    1.04 um     2697 A      2103 A   
  60.00 keV   1.418E+01  3.536E+01    1.13 um     2890 A      2256 A   
  65.00 keV   1.476E+01  3.470E+01    1.22 um     3080 A      2408 A   
  70.00 keV   1.532E+01  3.405E+01    1.32 um     3268 A      2560 A   
  80.00 keV   1.649E+01  3.283E+01    1.50 um     3638 A      2860 A   
  90.00 keV   1.782E+01  3.170E+01    1.68 um     3995 A      3157 A   
 100.00 keV   1.887E+01  3.064E+01    1.86 um     4341 A      3451 A   
 110.00 keV   1.975E+01  2.966E+01    2.05 um     4678 A      3742 A   
 120.00 keV   2.053E+01  2.875E+01    2.23 um     5007 A      4031 A   
 130.00 keV   2.126E+01  2.790E+01    2.42 um     5329 A      4317 A   
 140.00 keV   2.194E+01  2.711E+01    2.60 um     5644 A      4601 A   
 150.00 keV   2.260E+01  2.637E+01    2.79 um     5953 A      4882 A   
 160.00 keV   2.325E+01  2.567E+01    2.98 um     6256 A      5162 A   
 170.00 keV   2.388E+01  2.502E+01    3.17 um     6553 A      5440 A   
 180.00 keV   2.450E+01  2.440E+01    3.36 um     6844 A      5716 A   
 200.00 keV   2.571E+01  2.327E+01    3.74 um     7415 A      6262 A   
 225.00 keV   2.716E+01  2.202E+01    4.21 um     8101 A      6932 A   
 250.00 keV   2.856E+01  2.092E+01    4.69 um     8751 A      7589 A   
 275.00 keV   2.990E+01  1.994E+01    5.16 um     9370 A      8231 A   
 300.00 keV   3.118E+01  1.906E+01    5.63 um     9958 A      8858 A   
 325.00 keV   3.241E+01  1.827E+01    6.09 um     1.05 um     9471 A   
 350.00 keV   3.358E+01  1.755E+01    6.56 um     1.11 um     1.01 um  
 375.00 keV   3.470E+01  1.689E+01    7.02 um     1.16 um     1.07 um  
 400.00 keV   3.577E+01  1.629E+01    7.48 um     1.21 um     1.12 um  
 450.00 keV   3.777E+01  1.523E+01    8.38 um     1.30 um     1.23 um  
 500.00 keV   3.962E+01  1.432E+01    9.27 um     1.39 um     1.34 um  
 550.00 keV   4.132E+01  1.352E+01   10.15 um     1.47 um     1.44 um  
 600.00 keV   4.290E+01  1.283E+01   11.02 um     1.54 um     1.53 um  
 650.00 keV   4.439E+01  1.220E+01   11.88 um     1.62 um     1.62 um  
 700.00 keV   4.578E+01  1.165E+01   12.72 um     1.68 um     1.71 um  
 800.00 keV   4.837E+01  1.070E+01   14.38 um     1.81 um     1.88 um  
 900.00 keV   5.074E+01  9.906E+00   16.00 um     1.93 um     2.03 um  
   1.00 MeV   5.297E+01  9.238E+00   17.58 um     2.03 um     2.18 um  
   1.10 MeV   5.510E+01  8.665E+00   19.12 um     2.13 um     2.31 um  
   1.20 MeV   5.716E+01  8.167E+00   20.63 um     2.21 um     2.44 um  
   1.30 MeV   5.918E+01  7.730E+00   22.11 um     2.29 um     2.56 um  
   1.40 MeV   6.117E+01  7.342E+00   23.56 um     2.37 um     2.67 um  
   1.50 MeV   6.316E+01  6.996E+00   24.97 um     2.44 um     2.78 um  
   1.60 MeV   6.515E+01  6.685E+00   26.35 um     2.50 um     2.88 um  
   1.70 MeV   6.715E+01  6.404E+00   27.70 um     2.56 um     2.97 um  
   1.80 MeV   6.916E+01  6.148E+00   29.02 um     2.62 um     3.06 um  
   2.00 MeV   7.325E+01  5.699E+00   31.57 um     2.73 um     3.23 um  
   2.25 MeV   7.850E+01  5.231E+00   34.60 um     2.85 um     3.42 um  
   2.50 MeV   8.391E+01  4.841E+00   37.45 um     2.96 um     3.58 um  
   2.75 MeV   8.947E+01  4.511E+00   40.16 um     3.05 um     3.73 um  
   3.00 MeV   9.517E+01  4.227E+00   42.71 um     3.13 um     3.86 um  
   3.25 MeV   1.010E+02  3.980E+00   45.13 um     3.20 um     3.98 um  
   3.50 MeV   1.069E+02  3.763E+00   47.43 um     3.26 um     4.09 um  
   3.75 MeV   1.128E+02  3.571E+00   49.61 um     3.32 um     4.19 um  
   4.00 MeV   1.188E+02  3.399E+00   51.69 um     3.37 um     4.27 um  
   4.50 MeV   1.308E+02  3.105E+00   55.57 um     3.47 um     4.43 um  
   5.00 MeV   1.426E+02  2.861E+00   59.12 um     3.55 um     4.55 um  
   5.50 MeV   1.542E+02  2.657E+00   62.41 um     3.62 um     4.66 um  
   6.00 MeV   1.653E+02  2.481E+00   65.47 um     3.68 um     4.76 um  
   6.50 MeV   1.759E+02  2.330E+00   68.35 um     3.73 um     4.84 um  
   7.00 MeV   1.859E+02  2.197E+00   71.07 um     3.77 um     4.91 um  
   8.00 MeV   2.041E+02  1.976E+00   76.12 um     3.87 um     5.04 um  
   9.00 MeV   2.197E+02  1.798E+00   80.78 um     3.96 um     5.14 um  
  10.00 MeV   2.331E+02  1.652E+00   85.15 um     4.03 um     5.22 um  
  11.00 MeV   2.443E+02  1.530E+00   89.30 um     4.10 um     5.30 um  
  12.00 MeV   2.538E+02  1.425E+00   93.29 um     4.15 um     5.36 um  
  13.00 MeV   2.618E+02  1.335E+00   97.14 um     4.20 um     5.42 um  
  14.00 MeV   2.685E+02  1.257E+00  100.88 um     4.25 um     5.47 um  
  15.00 MeV   2.743E+02  1.188E+00  104.54 um     4.29 um     5.52 um  
  16.00 MeV   2.792E+02  1.127E+00  108.14 um     4.34 um     5.56 um  
  17.00 MeV   2.834E+02  1.072E+00  111.67 um     4.37 um     5.61 um  
  18.00 MeV   2.870E+02  1.022E+00  115.16 um     4.41 um     5.65 um  
  20.00 MeV   2.928E+02  9.369E-01  122.03 um     4.54 um     5.72 um  
  22.50 MeV   2.980E+02  8.495E-01  130.46 um     4.71 um     5.80 um  
  25.00 MeV   3.015E+02  7.780E-01  138.76 um     4.87 um     5.87 um  
  27.50 MeV   3.038E+02  7.183E-01  147.00 um     5.02 um     5.93 um  
  30.00 MeV   3.050E+02  6.677E-01  155.19 um     5.17 um     6.00 um  
  32.50 MeV   3.054E+02  6.242E-01  163.36 um     5.31 um     6.05 um  
  35.00 MeV   3.052E+02  5.864E-01  171.52 um     5.44 um     6.11 um  
  37.50 MeV   3.044E+02  5.531E-01  179.71 um     5.58 um     6.16 um  
  40.00 MeV   3.032E+02  5.237E-01  187.92 um     5.71 um     6.21 um  
  45.00 MeV   2.998E+02  4.739E-01  204.47 um     6.19 um     6.31 um  
  50.00 MeV   2.956E+02  4.332E-01  221.23 um     6.64 um     6.40 um  
  55.00 MeV   2.908E+02  3.993E-01  238.26 um     7.08 um     6.49 um  
  60.00 MeV   2.857E+02  3.707E-01  255.58 um     7.51 um     6.58 um  
  65.00 MeV   2.805E+02  3.461E-01  273.22 um     7.92 um     6.66 um  
  70.00 MeV   2.752E+02  3.247E-01  291.19 um     8.34 um     6.75 um  
  80.00 MeV   2.660E+02  2.894E-01  328.11 um     9.86 um     6.91 um  
  90.00 MeV   2.587E+02  2.614E-01  366.19 um    11.25 um     7.08 um  
 100.00 MeV   2.504E+02  2.386E-01  405.44 um    12.57 um     7.25 um  
 110.00 MeV   2.432E+02  2.197E-01  445.93 um    13.83 um     7.43 um  
 120.00 MeV   2.365E+02  2.037E-01  487.58 um    15.05 um     7.60 um  
 130.00 MeV   2.302E+02  1.900E-01  530.40 um    16.24 um     7.78 um  
 140.00 MeV   2.243E+02  1.781E-01  574.38 um    17.41 um     7.97 um  
 150.00 MeV   2.187E+02  1.677E-01  619.50 um    18.56 um     8.15 um  
 160.00 MeV   2.134E+02  1.585E-01  665.77 um    19.69 um     8.35 um  
 170.00 MeV   2.083E+02  1.503E-01  713.16 um    20.82 um     8.54 um  
 180.00 MeV   2.035E+02  1.429E-01  761.69 um    21.94 um     8.75 um  
 200.00 MeV   1.946E+02  1.303E-01  862.14 um    26.16 um     9.16 um  
 225.00 MeV   1.845E+02  1.175E-01  994.03 um    32.17 um     9.71 um  
 250.00 MeV   1.753E+02  1.071E-01    1.13 mm    37.73 um    10.30 um  
 275.00 MeV   1.669E+02  9.844E-02    1.28 mm    43.05 um    10.91 um  
 300.00 MeV   1.593E+02  9.116E-02    1.43 mm    48.23 um    11.56 um  
 325.00 MeV   1.522E+02  8.492E-02    1.59 mm    53.34 um    12.24 um  
 350.00 MeV   1.457E+02  7.953E-02    1.76 mm    58.41 um    12.95 um  
 375.00 MeV   1.397E+02  7.481E-02    1.94 mm    63.48 um    13.69 um  
 400.00 MeV   1.341E+02  7.064E-02    2.12 mm    68.57 um    14.47 um  
 450.00 MeV   1.242E+02  6.362E-02    2.51 mm    87.83 um    16.13 um  
 500.00 MeV   1.156E+02  5.792E-02    2.92 mm   105.88 um    17.92 um  
 550.00 MeV   1.081E+02  5.321E-02    3.37 mm   123.40 um    19.85 um  
 600.00 MeV   1.016E+02  4.923E-02    3.85 mm   140.70 um    21.90 um  
 650.00 MeV   9.598E+01  4.583E-02    4.35 mm   157.93 um    24.08 um  
 700.00 MeV   9.102E+01  4.289E-02    4.89 mm   175.18 um    26.38 um  
 800.00 MeV   8.284E+01  3.806E-02    6.04 mm   239.36 um    31.34 um  
 900.00 MeV   7.646E+01  3.424E-02    7.30 mm   298.26 um    36.73 um  
   1.00 GeV   7.143E+01  3.115E-02    8.65 mm   354.52 um    42.51 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  8.7879E-02                keV / (ug/cm2) 
  8.7879E-02                MeV / (mg/cm2) 
  8.7879E+01                keV / (mg/cm2) 
  2.0440E+00                 eV / (1E15 atoms/cm2)
  8.1068E-03                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
